time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
48,25.0,0.0,0.16,55.25,15.52,0.0,0.0,70.77,0.49,0.63,5.02,7.16,30.43,43.39,52,12.06,0.12,51.88,12.08
49,25.0,-0.28,0.17,55.25,15.52,-79.17,0.0,-8.4,-0.06,,5.08,7.16,29.55,41.64,52,,,,
50,23.0,-0.56,0.18,55.25,13.14,-158.33,0.0,-89.95,-0.57,,4.99,7.16,27.95,40.09,52,,,,
51,21.0,-0.05,0.18,55.25,10.95,-14.84,0.0,51.36,0.3,0.38,4.95,7.16,26.82,38.76,52,7.35,0.07,51.93,7.36
52,22.62,0.45,0.19,55.25,12.71,128.65,0.0,196.61,1.24,1.53,5.17,7.42,27.09,38.92,52,29.34,0.29,51.71,29.5
53,24.25,0.45,0.2,55.25,14.6,128.65,0.0,198.5,1.34,1.65,5.52,7.87,28.0,39.87,52,31.75,0.32,51.68,31.94
54,25.88,0.45,0.2,55.25,16.62,128.65,0.0,200.52,1.44,1.78,5.91,8.34,28.94,40.84,52,34.22,0.34,51.66,34.44
55,27.5,0.45,0.21,55.25,18.78,128.65,0.0,202.67,1.55,1.91,6.33,8.85,29.89,41.83,52,36.76,0.37,51.63,37.02
56,29.12,0.45,0.22,55.25,21.06,128.65,0.0,204.96,1.66,2.05,6.77,9.4,30.84,42.84,52,39.37,0.39,51.61,39.67
57,30.75,0.45,0.23,55.25,23.48,128.65,0.0,207.37,1.77,2.16,7.25,9.99,31.81,43.84,52,41.5,0.42,51.58,41.83
58,32.38,0.45,0.24,55.25,26.03,128.65,0.0,209.92,1.89,2.3,7.76,10.61,32.78,44.83,52,44.23,0.44,51.56,44.61
59,34.0,0.38,0.25,55.25,28.7,109.56,0.0,193.51,1.83,2.23,8.27,11.24,33.65,45.71,52,42.82,0.43,51.57,43.18
60,35.14,0.32,0.26,55.25,30.67,90.48,0.0,176.39,1.72,2.1,8.76,11.84,34.31,46.34,52,40.34,0.4,51.6,40.66
61,36.29,0.32,0.27,55.25,32.69,90.48,0.0,178.42,1.8,2.19,9.25,12.43,34.87,46.85,52,42.13,0.42,51.58,42.48
62,37.43,0.32,0.28,55.25,34.78,90.48,0.0,180.51,1.88,2.29,9.76,13.05,35.43,47.37,52,43.97,0.44,51.56,44.35
63,38.57,0.32,0.29,55.25,36.94,90.48,0.0,182.67,1.96,2.38,10.3,13.7,35.98,47.89,52,45.85,0.46,51.54,46.26
64,39.71,0.32,0.3,55.25,39.16,90.48,0.0,184.89,2.04,2.48,10.85,14.38,36.54,48.41,52,47.79,0.48,51.52,48.23
65,40.86,0.32,0.31,55.25,41.45,90.48,0.0,187.18,2.12,2.59,11.43,15.08,37.09,48.94,52,49.77,0.5,51.5,50.25
66,42.0,-0.07,0.32,55.25,43.8,-20.73,0.0,78.32,0.91,1.15,11.85,15.6,37.07,48.8,52,22.14,0.22,51.78,22.23
67,40.33,-0.46,0.33,55.25,40.39,-131.94,0.0,-36.3,-0.41,,11.92,15.6,36.0,47.12,52,,,,
68,38.67,-0.46,0.34,55.25,37.12,-131.94,0.0,-39.57,-0.43,,11.81,15.6,34.51,45.61,52,,,,
69,37.0,-0.23,0.35,55.25,33.99,-65.97,0.0,23.27,0.24,0.3,11.78,15.6,33.41,44.25,52,5.83,0.06,51.94,5.84
70,37.0,0.0,0.36,55.25,33.99,0.0,0.0,89.24,0.92,1.16,11.94,15.81,32.91,43.56,52,22.37,0.22,51.78,22.47
71,37.0,0.0,0.37,55.25,33.99,0.0,0.0,89.24,0.92,1.16,12.2,16.13,32.68,43.22,52,22.37,0.22,51.78,22.47
72,37.0,0.0,0.38,55.25,33.99,0.0,0.0,89.24,0.92,1.16,12.45,16.45,32.47,42.91,52,22.37,0.22,51.78,22.47
73,37.0,0.0,0.39,55.25,33.99,0.0,0.0,89.24,0.92,1.16,12.71,16.78,32.27,42.61,52,22.37,0.22,51.78,22.47
74,37.0,0.0,0.4,55.25,33.99,0.0,0.0,89.24,0.92,1.16,12.96,17.1,32.08,42.32,52,22.37,0.22,51.78,22.47
75,37.0,0.0,0.41,55.25,33.99,0.0,0.0,89.24,0.92,1.16,13.22,17.42,31.9,42.05,52,22.37,0.22,51.78,22.47
76,37.0,-0.21,0.42,55.25,33.99,-59.37,0.0,29.87,0.31,0.39,13.39,17.64,31.53,41.54,52,7.49,0.07,51.93,7.5
77,35.5,-0.42,0.43,55.25,31.29,-118.75,0.0,-32.21,-0.32,,13.38,17.64,30.79,40.58,52,,,,
78,34.0,-0.05,0.44,55.25,28.7,-14.14,0.0,69.82,0.66,0.84,13.43,17.64,30.23,39.7,52,16.08,0.16,51.84,16.13
79,35.14,0.32,0.45,55.25,30.67,90.48,0.0,176.39,1.72,2.1,13.76,18.05,30.32,39.76,52,40.34,0.4,51.6,40.66
80,36.29,0.32,0.46,55.25,32.69,90.48,0.0,178.42,1.8,2.19,14.25,18.64,30.73,40.19,52,42.13,0.42,51.58,42.48
81,37.43,0.32,0.47,55.25,34.78,90.48,0.0,180.51,1.88,2.29,14.76,19.26,31.14,40.64,52,43.97,0.44,51.56,44.35
82,38.57,0.32,0.48,55.25,36.94,90.48,0.0,182.67,1.96,2.38,15.29,19.91,31.56,41.09,52,45.85,0.46,51.54,46.26
83,39.71,0.32,0.5,55.25,39.16,90.48,0.0,184.89,2.04,2.48,15.85,20.59,31.99,41.55,52,47.79,0.48,51.52,48.23
84,40.86,0.32,0.51,55.25,41.45,90.48,0.0,187.18,2.12,2.59,16.43,21.29,32.42,42.03,52,49.77,0.5,51.5,50.25
85,42.0,-0.07,0.52,55.25,43.8,-20.73,0.0,78.32,0.91,1.15,16.85,21.81,32.52,42.09,52,22.14,0.22,51.78,22.23
86,40.33,-0.46,0.53,55.25,40.39,-131.94,0.0,-36.3,-0.41,,16.92,21.81,31.95,41.19,52,,,,
87,38.67,-0.46,0.54,55.25,37.12,-131.94,0.0,-39.57,-0.43,,16.8,21.81,31.08,40.35,52,,,,
88,37.0,-0.46,0.55,55.25,33.99,-131.94,0.0,-42.7,-0.44,,16.68,21.81,30.27,39.58,52,,,,
89,35.33,-0.46,0.56,55.25,31.0,-131.94,0.0,-45.7,-0.45,,16.56,21.81,29.51,38.87,52,,,,
90,33.67,-0.46,0.57,55.25,28.14,-131.94,0.0,-48.55,-0.45,,16.44,21.81,28.8,38.22,52,,,,
91,32.0,-0.46,0.58,55.25,25.43,-131.94,0.0,-51.27,-0.46,,16.31,21.81,28.13,37.62,52,,,,
92,30.33,-0.46,0.59,55.25,22.85,-131.94,0.0,-53.85,-0.45,,16.18,21.81,27.5,37.06,52,,,,
93,28.67,-0.46,0.6,55.25,20.4,-131.94,0.0,-56.29,-0.45,,16.06,21.81,26.91,36.56,52,,,,
94,27.0,-0.49,0.6,55.25,18.1,-139.48,0.0,-66.13,-0.5,,15.93,21.81,26.35,36.09,52,,,,
95,25.14,-0.52,0.61,55.25,15.7,-147.02,0.0,-76.08,-0.53,,15.78,21.81,25.8,35.66,52,,,,
96,23.29,-0.52,0.62,55.25,13.46,-147.02,0.0,-78.31,-0.51,,15.64,21.81,25.29,35.27,52,,,,
97,21.43,-0.52,0.62,55.25,11.4,-147.02,0.0,-80.37,-0.48,,15.5,21.81,24.82,34.92,52,,,,
98,19.57,-0.52,0.63,55.25,9.51,-147.02,0.0,-82.26,-0.45,,15.37,21.81,24.39,34.61,52,,,,
99,17.71,-0.52,0.64,55.25,7.79,-147.02,0.0,-83.98,-0.41,,15.26,21.81,24.01,34.32,52,,,,
100,15.86,-0.52,0.64,55.25,6.24,-147.02,0.0,-85.53,-0.38,,15.15,21.81,23.66,34.07,52,,,,
101,14.0,-0.54,0.64,55.25,4.87,-152.68,0.0,-92.56,-0.36,,15.04,21.81,23.35,33.85,52,,,,
102,12.0,-0.56,0.65,55.25,3.58,-158.33,0.0,-99.51,-0.33,,14.95,21.81,23.07,33.67,52,,,,
103,10.0,-0.56,0.65,55.25,2.48,-158.33,0.0,-100.6,-0.28,,14.86,21.81,22.83,33.51,52,,,,
104,8.0,-0.56,0.65,55.25,1.59,-158.33,0.0,-101.49,-0.23,,14.79,21.81,22.64,33.38,52,,,,
105,6.0,-0.56,0.66,55.25,0.89,-158.33,0.0,-102.19,-0.17,,14.74,21.81,22.49,33.28,52,,,,
106,4.0,-0.56,0.66,55.25,0.4,-158.33,0.0,-102.69,-0.11,,14.7,21.81,22.38,33.21,52,,,,
107,2.0,-0.56,0.66,55.25,0.1,-158.33,0.0,-102.98,-0.06,,14.67,21.81,22.31,33.17,52,,,,
108,0.0,0.0,0.66,55.25,0.0,0.0,0.0,55.25,0.0,0.0,14.67,21.81,22.29,33.15,52,0.0,0.0,52.0,0.0
