time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
169,143.23,4.25,5.67,51.3,461.59,1125.42,0.0,1638.31,65.18,81.48,872.98,1091.23,153.99,192.49,345.6,235.76,49.04,296.56,274.74
170,157.72,2.01,5.71,51.3,559.67,533.09,0.0,1144.06,50.12,62.65,889.0,1111.25,155.67,194.58,345.6,181.28,37.71,307.89,203.48
171,157.72,-0.67,5.75,51.3,559.67,-177.7,0.0,433.27,18.98,23.73,898.6,1123.24,156.15,195.19,345.6,68.65,14.28,331.32,71.61
172,152.89,-0.67,5.8,51.3,525.93,-177.7,0.0,399.53,16.97,21.21,903.59,1129.49,155.85,194.81,345.6,61.37,12.76,332.84,63.72
173,152.89,0.0,5.84,51.3,525.93,0.0,0.0,577.23,24.51,30.64,909.35,1136.69,155.7,194.63,345.6,88.66,18.44,327.16,93.66
174,152.89,-2.01,5.88,51.3,525.93,-533.09,0.0,44.13,1.87,2.34,913.01,1141.27,155.2,194.0,345.6,6.78,1.41,344.19,6.81
175,138.4,-1.34,5.92,51.3,431.0,-355.4,0.0,126.9,4.88,6.1,913.95,1142.44,154.3,192.87,345.6,17.65,3.67,341.93,17.84
176,143.23,2.24,5.96,51.3,461.59,592.33,0.0,1105.22,43.97,54.97,920.74,1150.92,154.42,193.03,345.6,159.04,33.08,312.52,175.88
177,154.5,0.0,6.0,51.3,537.06,0.0,0.0,588.36,25.25,31.56,930.35,1162.94,154.96,193.7,345.6,91.33,19.0,326.6,96.64
178,143.23,-4.02,6.05,51.3,461.59,-1066.19,0.0,-553.3,-22.01,-27.52,930.8,1163.5,153.98,192.47,345.6,-79.62,-16.56,362.16,-75.98
179,125.53,-5.14,6.08,51.3,354.54,-1362.35,0.0,-956.51,-33.35,-41.69,923.11,1153.89,151.77,189.71,345.6,-120.63,-25.09,370.69,-112.47
180,106.22,-1.34,6.11,51.3,253.84,-355.4,0.0,-50.25,-1.48,-1.85,918.27,1147.84,150.18,187.72,345.6,-5.36,-1.12,346.72,-5.35
181,115.87,4.47,6.15,51.3,302.09,1184.65,0.0,1538.05,49.5,61.88,924.94,1156.18,150.51,188.14,345.6,179.05,37.24,308.36,200.68
182,138.4,5.59,6.18,51.3,431.0,1480.82,0.0,1963.11,75.47,94.34,942.3,1177.88,152.46,190.57,345.6,272.98,56.78,288.82,326.64
183,156.11,2.68,6.22,51.3,548.3,710.79,0.0,1310.4,56.82,71.03,960.68,1200.84,154.41,193.01,345.6,205.52,42.75,302.85,234.53
184,157.72,1.12,6.27,51.3,559.67,296.16,0.0,907.13,39.74,49.68,974.09,1217.61,155.47,194.34,345.6,143.74,29.9,315.7,157.35
185,164.15,2.01,6.31,51.3,606.29,533.09,0.0,1190.68,54.29,67.87,987.15,1233.93,156.44,195.55,345.6,196.37,40.85,304.75,222.69
186,172.2,0.45,6.36,51.3,667.18,118.47,0.0,836.95,40.03,50.04,1000.25,1250.31,157.35,196.69,345.6,144.8,30.12,315.48,158.62
187,167.37,-1.56,6.4,51.3,630.3,-414.63,0.0,266.97,12.41,15.51,1007.53,1259.42,157.33,196.67,345.6,44.89,9.34,336.26,46.14
188,160.93,-2.01,6.45,51.3,582.74,-533.09,0.0,100.95,4.51,5.64,1009.88,1262.35,156.58,195.73,345.6,16.32,3.4,342.2,16.48
189,152.89,-1.79,6.49,51.3,525.93,-473.86,0.0,103.37,4.39,5.49,1011.12,1263.9,155.72,194.66,345.6,15.88,3.3,342.3,16.03
190,148.06,-0.67,6.53,51.3,493.23,-177.7,0.0,366.84,15.09,18.86,1013.82,1267.28,155.14,193.93,345.6,54.57,11.35,334.25,56.42
191,148.06,0.45,6.58,51.3,493.23,118.47,0.0,663.0,27.27,34.08,1019.71,1274.63,155.07,193.83,345.6,98.62,20.51,325.09,104.85
192,151.28,2.24,6.62,51.3,514.91,592.33,0.0,1158.54,48.68,60.85,1030.26,1287.82,155.69,194.61,345.6,176.08,36.63,308.97,196.96
193,164.15,3.35,6.66,51.3,606.29,888.49,0.0,1546.08,70.5,88.12,1046.81,1308.51,157.15,196.43,345.6,254.98,53.04,292.56,301.21
194,175.42,1.12,6.71,51.3,692.36,296.16,0.0,1039.82,50.67,63.33,1063.64,1329.55,158.55,198.19,345.6,183.26,38.12,307.48,205.98
195,172.2,-0.45,6.76,51.3,667.18,-118.47,0.0,600.02,28.7,35.88,1074.66,1343.33,159.05,198.81,345.6,103.81,21.59,324.01,110.73
196,172.2,1.34,6.8,51.3,667.18,355.4,0.0,1073.88,51.37,64.21,1085.78,1357.23,159.57,199.46,345.6,185.79,38.64,306.96,209.18
197,181.86,-0.45,6.85,51.3,744.11,-118.47,0.0,676.94,34.2,42.74,1097.67,1372.08,160.15,200.19,345.6,123.68,25.73,319.87,133.63
198,168.98,-4.92,6.9,51.3,642.48,-1303.12,0.0,-609.34,-28.6,-35.75,1098.44,1373.05,159.14,198.92,345.6,-103.45,-21.52,367.12,-97.39
199,146.45,-5.81,6.95,51.3,482.57,-1540.05,0.0,-1006.18,-40.93,-51.16,1088.78,1360.98,156.74,195.93,345.6,-148.05,-30.79,376.39,-135.93
200,127.14,-4.69,6.98,51.3,363.69,-1243.89,0.0,-828.89,-29.27,-36.59,1079.03,1348.79,154.49,193.12,345.6,-105.88,-22.02,367.62,-99.54
201,112.65,-2.24,7.02,51.3,285.54,-592.33,0.0,-255.48,-7.99,-9.99,1073.86,1342.32,153.02,191.28,345.6,-28.92,-6.01,351.61,-28.42
202,111.04,2.01,7.05,51.3,277.44,533.09,0.0,861.84,26.58,33.23,1076.44,1345.55,152.71,190.89,345.6,96.15,20.0,325.6,102.06
203,127.14,4.25,7.08,51.3,363.69,1125.42,0.0,1540.41,54.4,68.0,1087.69,1359.61,153.59,191.99,345.6,196.76,40.93,304.67,223.2
204,141.62,5.14,7.12,51.3,451.28,1362.35,0.0,1864.93,73.37,91.71,1105.43,1381.79,155.28,194.1,345.6,265.35,55.19,290.41,315.79
205,164.15,4.92,7.16,51.3,606.29,1303.12,0.0,1960.71,89.4,111.76,1128.04,1410.05,157.51,196.89,345.6,323.37,67.26,278.34,401.51
206,177.03,3.35,7.21,51.3,705.12,888.49,0.0,1644.91,80.89,101.11,1151.69,1439.61,159.76,199.7,345.6,292.56,60.85,284.75,355.08
207,188.29,2.24,7.26,51.3,797.72,592.33,0.0,1441.35,75.39,94.23,1173.4,1466.75,161.63,202.04,345.6,272.67,56.72,288.88,326.2
208,193.12,-1.34,7.31,51.3,839.15,-355.4,0.0,535.06,28.7,35.88,1187.85,1484.82,162.44,203.05,345.6,103.82,21.59,324.01,110.73
209,178.64,-5.36,7.36,51.3,718.0,-1421.58,0.0,-652.28,-32.37,-40.46,1187.34,1484.18,161.23,201.54,345.6,-117.07,-24.35,369.95,-109.36
210,154.5,-6.48,7.41,51.3,537.06,-1717.75,0.0,-1129.39,-48.47,-60.59,1176.12,1470.15,158.71,198.39,345.6,-175.31,-36.46,382.06,-158.57
211,131.97,-5.59,7.45,51.3,391.84,-1480.82,0.0,-1037.68,-38.04,-47.55,1164.1,1455.13,156.25,195.31,345.6,-137.58,-28.62,374.22,-127.06
212,114.26,-3.35,7.48,51.3,293.76,-888.49,0.0,-543.43,-17.25,-21.56,1156.42,1445.53,154.51,193.14,345.6,-62.39,-12.98,358.58,-60.13
213,107.83,-2.24,7.52,51.3,261.59,-592.33,0.0,-279.43,-8.37,-10.46,1152.87,1441.08,153.4,191.75,345.6,-30.27,-6.3,351.9,-29.73
214,98.17,-1.12,7.54,51.3,216.84,-296.16,0.0,-28.02,-0.76,-0.96,1151.6,1439.5,152.65,190.81,345.6,-2.76,-0.57,346.17,-2.76
215,99.78,0.45,7.57,51.3,224.01,118.47,0.0,393.77,10.91,13.64,1153.01,1441.26,152.28,190.35,345.6,39.47,8.21,337.39,40.44
216,101.39,0.45,7.6,51.3,231.29,118.47,0.0,401.06,11.3,14.12,1156.09,1445.11,152.13,190.16,345.6,40.85,8.5,337.1,41.88
217,103.0,-0.67,7.63,51.3,238.69,-177.7,0.0,112.29,3.21,4.02,1158.11,1447.63,151.83,189.78,345.6,11.62,2.42,343.18,11.7
218,96.56,0.45,7.66,51.3,209.79,118.47,0.0,379.55,10.18,12.73,1159.97,1449.96,151.52,189.4,345.6,36.82,7.66,337.94,37.66
219,106.22,4.47,7.68,51.3,253.84,1184.65,0.0,1489.8,43.96,54.94,1167.49,1459.36,151.94,189.93,345.6,158.98,33.07,312.53,175.81
220,128.75,5.81,7.72,51.3,372.96,1540.05,0.0,1964.31,70.25,87.81,1183.35,1479.18,153.36,191.7,345.6,254.09,52.85,292.75,299.96
221,148.06,4.92,7.75,51.3,493.23,1303.12,0.0,1847.65,75.99,94.99,1203.66,1504.57,155.21,194.02,345.6,274.85,57.17,288.43,329.32
222,164.15,4.02,7.8,51.3,606.29,1066.19,0.0,1723.78,78.6,98.25,1225.13,1531.41,157.11,196.38,345.6,284.29,59.13,286.47,342.97
223,177.03,1.12,7.85,51.3,705.12,296.16,0.0,1052.58,51.76,64.7,1243.23,1554.04,158.46,198.08,345.6,187.21,38.94,306.66,210.98
224,172.2,-0.89,7.89,51.3,667.18,-236.93,0.0,481.55,23.03,28.79,1253.62,1567.03,158.81,198.51,345.6,83.31,17.33,328.27,87.71
225,170.59,-0.45,7.94,51.3,654.77,-118.47,0.0,587.61,27.84,34.81,1260.69,1575.86,158.74,198.43,345.6,100.71,20.95,324.65,107.21
226,168.98,1.79,7.99,51.3,642.48,473.86,0.0,1167.64,54.81,68.51,1272.17,1590.21,159.24,199.05,345.6,198.23,41.23,304.37,225.09
227,183.46,4.02,8.04,51.3,757.33,1066.19,0.0,1874.82,95.55,119.43,1293.05,1616.31,160.87,201.09,345.6,345.58,71.88,273.72,436.33
228,197.95,2.46,8.09,51.3,881.63,651.56,0.0,1584.49,87.12,108.91,1318.42,1648.03,162.95,203.69,345.6,315.12,65.55,280.05,388.87
229,201.17,-2.01,8.15,51.3,910.54,-533.09,0.0,428.74,23.96,29.95,1333.85,1667.31,163.74,204.67,345.6,86.65,18.02,327.58,91.42
230,183.46,-6.93,8.2,51.3,757.33,-1836.21,0.0,-1027.58,-52.37,-65.46,1329.9,1662.38,162.19,202.74,345.6,-189.41,-39.4,385.0,-170.03
231,151.28,-8.27,8.25,51.3,514.91,-2191.61,0.0,-1625.4,-68.3,-85.38,1313.14,1641.43,159.24,199.06,345.6,-247.04,-51.38,396.98,-215.06
232,123.92,-6.48,8.28,51.3,345.51,-1717.75,0.0,-1320.94,-45.47,-56.84,1297.34,1621.68,156.6,195.75,345.6,-164.46,-34.21,379.81,-149.65
233,104.61,-4.47,8.32,51.3,246.21,-1184.65,0.0,-887.14,-25.78,-32.22,1287.45,1609.31,154.81,193.52,345.6,-93.24,-19.39,364.99,-88.28
234,91.73,-2.24,8.34,51.3,189.33,-592.33,0.0,-351.69,-8.96,-11.2,1282.62,1603.28,153.73,192.16,345.6,-32.41,-6.74,352.34,-31.79
235,88.51,1.79,8.37,51.3,176.28,473.86,0.0,701.44,17.25,21.56,1283.77,1604.72,153.41,191.76,345.6,62.38,12.97,332.63,64.81
236,104.61,5.59,8.4,51.3,246.21,1480.82,0.0,1778.33,51.67,64.59,1293.35,1616.68,154.06,192.57,345.6,186.9,38.87,306.73,210.59
237,128.75,6.48,8.43,51.3,372.96,1717.75,0.0,2142.0,76.6,95.76,1311.16,1638.95,155.58,194.47,345.6,277.07,57.63,287.97,332.52
238,151.28,5.59,8.47,51.3,514.91,1480.82,0.0,2047.03,86.02,107.52,1333.75,1667.19,157.53,196.92,345.6,311.12,64.71,280.89,382.8
239,168.98,4.47,8.51,51.3,642.48,1184.65,0.0,1878.43,88.17,110.21,1357.94,1697.43,159.55,199.44,345.6,318.91,66.33,279.27,394.66
240,183.46,3.58,8.56,51.3,757.33,947.72,0.0,1756.36,89.51,111.89,1382.62,1728.27,161.52,201.9,345.6,323.74,67.34,278.26,402.09
241,194.73,3.13,8.61,51.3,853.2,829.26,0.0,1733.75,93.78,117.23,1408.08,1760.1,163.49,204.37,345.6,339.2,70.55,275.05,426.21
242,206.0,2.46,8.67,51.3,954.77,651.56,0.0,1657.63,94.85,118.56,1434.28,1792.84,165.47,206.83,345.6,343.07,71.36,274.24,432.33
243,212.43,-1.12,8.73,51.3,1015.37,-296.16,0.0,770.51,45.47,56.83,1453.76,1817.21,166.6,208.25,345.6,164.45,34.21,311.39,182.51
244,197.95,-5.81,8.78,51.3,881.63,-1540.05,0.0,-607.11,-33.38,-41.73,1455.44,1819.3,165.71,207.13,345.6,-120.74,-25.11,370.71,-112.56
245,170.59,-8.27,8.83,51.3,654.77,-2191.61,0.0,-1485.54,-70.39,-87.99,1441.03,1801.29,163.12,203.9,345.6,-254.61,-52.96,398.56,-220.78
246,138.4,-7.6,8.88,51.3,431.0,-2013.91,0.0,-1531.61,-58.88,-73.6,1423.07,1778.84,160.3,200.38,345.6,-212.98,-44.3,389.9,-188.78
247,115.87,-5.59,8.91,51.3,302.09,-1480.82,0.0,-1127.42,-36.29,-45.36,1409.86,1762.32,158.19,197.73,345.6,-131.25,-27.3,372.9,-121.64
248,98.17,-2.91,8.94,51.3,216.84,-770.02,0.0,-501.89,-13.69,-17.11,1402.92,1753.64,156.88,196.11,345.6,-49.5,-10.3,355.9,-48.07
249,94.95,1.79,8.97,51.3,202.85,473.86,0.0,728.01,19.2,24.0,1403.68,1754.6,156.5,195.63,345.6,69.45,14.45,331.15,72.48
250,111.04,4.92,9.0,51.3,277.44,1303.12,0.0,1631.86,50.34,62.92,1413.34,1766.67,157.08,196.35,345.6,182.06,37.87,307.73,204.46
251,130.36,5.36,9.03,51.3,382.34,1421.58,0.0,1855.22,67.18,83.97,1429.66,1787.08,158.3,197.88,345.6,242.98,50.54,295.06,284.59
252,149.67,3.58,9.07,51.3,504.02,947.72,0.0,1503.04,62.49,78.11,1447.67,1809.59,159.61,199.51,345.6,226.01,47.01,298.59,261.6
253,156.11,-2.91,9.11,51.3,548.3,-770.02,0.0,-170.42,-7.39,-9.24,1455.32,1819.15,159.7,199.63,345.6,-26.73,-5.56,351.16,-26.31
254,128.75,-7.6,9.15,51.3,372.96,-2013.91,0.0,-1589.65,-56.85,-71.06,1446.4,1808.0,158.04,197.55,345.6,-205.62,-42.77,388.37,-182.98
255,101.39,-7.15,9.18,51.3,231.29,-1895.44,0.0,-1612.85,-45.42,-56.78,1432.2,1790.24,155.94,194.93,345.6,-164.29,-34.17,379.77,-149.51
256,77.25,-5.59,9.21,51.3,134.26,-1480.82,0.0,-1295.25,-27.79,-34.74,1422.03,1777.53,154.42,193.02,345.6,-100.53,-20.91,366.51,-94.79
257,61.15,-3.8,9.23,51.3,84.15,-1006.96,0.0,-871.51,-14.8,-18.51,1416.11,1770.14,153.45,191.82,345.6,-53.55,-11.14,356.74,-51.88
258,49.89,-0.45,9.24,51.3,56.0,-118.47,0.0,-11.16,-0.15,-0.19,1414.03,1767.54,152.97,191.22,345.6,-0.56,-0.12,345.72,-0.56
259,57.94,3.35,9.26,51.3,75.52,888.49,0.0,1015.31,16.34,20.42,1416.28,1770.35,152.97,191.21,345.6,59.1,12.29,333.31,61.28
260,74.03,4.69,9.28,51.3,123.31,1243.89,0.0,1418.49,29.17,36.46,1422.6,1778.25,153.35,191.68,345.6,105.5,21.94,323.66,112.66
261,91.73,5.81,9.3,51.3,189.33,1540.05,0.0,1780.68,45.37,56.72,1432.95,1791.19,154.08,192.6,345.6,164.11,34.14,311.46,182.1
262,115.87,6.04,9.33,51.3,302.09,1599.28,0.0,1952.68,62.85,78.56,1447.99,1809.98,155.22,194.02,345.6,227.32,47.28,298.32,263.35
263,135.18,5.81,9.36,51.3,411.18,1540.05,0.0,2002.53,75.2,94.0,1467.16,1833.95,156.69,195.86,345.6,271.98,56.57,289.03,325.22
264,157.72,5.59,9.4,51.3,559.67,1480.82,0.0,2091.78,91.64,114.55,1490.33,1862.91,158.47,198.09,345.6,331.45,68.94,276.66,414.05
265,175.42,3.8,9.45,51.3,692.36,1006.96,0.0,1750.61,85.3,106.63,1514.91,1893.63,160.3,200.37,345.6,308.53,64.17,281.43,378.89
266,185.07,-2.68,9.5,51.3,770.68,-710.79,0.0,111.19,5.72,7.15,1527.55,1909.43,160.78,200.98,345.6,20.67,4.3,341.3,20.94
267,156.11,-7.6,9.55,51.3,548.3,-2013.91,0.0,-1414.31,-61.33,-76.66,1519.82,1899.78,159.18,198.97,345.6,-221.82,-46.14,391.74,-195.69
268,130.36,-6.71,9.59,51.3,382.34,-1776.98,0.0,-1343.34,-48.64,-60.8,1504.55,1880.69,156.92,196.15,345.6,-175.94,-36.59,382.19,-159.09
269,107.83,-5.59,9.62,51.3,261.59,-1480.82,0.0,-1167.92,-34.98,-43.73,1492.94,1866.17,155.18,193.97,345.6,-126.52,-26.32,371.92,-117.57
270,90.12,-3.13,9.65,51.3,182.75,-829.26,0.0,-595.21,-14.9,-18.63,1486.01,1857.51,154.02,192.52,345.6,-53.89,-11.21,356.81,-52.2
271,85.3,-0.22,9.67,51.3,163.69,-59.23,0.0,155.76,3.69,4.61,1484.45,1855.56,153.47,191.83,345.6,13.35,2.78,342.82,13.46
272,88.51,-0.67,9.7,51.3,176.28,-177.7,0.0,49.88,1.23,1.53,1485.13,1856.42,153.15,191.44,345.6,4.44,0.92,344.68,4.45
273,80.47,-0.89,9.72,51.3,145.69,-236.93,0.0,-39.94,-0.89,-1.12,1485.18,1856.47,152.79,190.99,345.6,-3.23,-0.67,346.27,-3.22
274,82.08,2.68,9.74,51.3,151.57,710.79,0.0,913.66,20.83,26.04,1487.95,1859.94,152.72,190.9,345.6,75.34,15.67,329.93,78.92
275,99.78,1.79,9.77,51.3,224.01,473.86,0.0,749.17,20.76,25.96,1493.73,1867.16,152.92,191.15,345.6,75.1,15.62,329.98,78.66
276,94.95,-0.22,9.8,51.3,202.85,-59.23,0.0,194.92,5.14,6.43,1497.32,1871.65,152.86,191.08,345.6,18.59,3.87,341.73,18.81
277,98.17,2.91,9.82,51.3,216.84,770.02,0.0,1038.16,28.31,35.39,1501.97,1877.46,152.92,191.15,345.6,102.39,21.3,324.3,109.12
278,115.87,2.46,9.85,51.3,302.09,651.56,0.0,1004.95,32.35,40.43,1510.39,1887.99,153.31,191.64,345.6,116.99,24.33,321.27,125.85
279,115.87,-0.22,9.88,51.3,302.09,-59.23,0.0,294.16,9.47,11.84,1516.2,1895.25,153.4,191.75,345.6,34.25,7.12,338.48,34.97
280,114.26,1.34,9.92,51.3,293.76,355.4,0.0,700.46,22.23,27.79,1520.6,1900.76,153.35,191.69,345.6,80.41,16.73,328.87,84.5
281,125.53,4.02,9.95,51.3,354.54,1066.19,0.0,1472.03,51.33,64.16,1530.82,1913.53,153.86,192.33,345.6,185.65,38.61,306.99,209.0
282,143.23,4.25,9.99,51.3,461.59,1125.42,0.0,1638.31,65.18,81.48,1547.0,1933.75,154.91,193.63,345.6,235.76,49.04,296.56,274.74
283,156.11,2.24,10.03,51.3,548.3,592.33,0.0,1191.93,51.69,64.61,1563.24,1954.04,155.88,194.85,345.6,186.94,38.88,306.72,210.64
284,159.32,-1.12,10.07,51.3,571.15,-296.16,0.0,326.28,14.44,18.05,1572.42,1965.52,156.12,195.15,345.6,52.23,10.86,334.74,53.92
285,148.06,-1.56,10.11,51.3,493.23,-414.63,0.0,129.91,5.34,6.68,1575.17,1968.96,155.73,194.66,345.6,19.32,4.02,341.58,19.55
286,148.06,0.45,10.16,51.3,493.23,118.47,0.0,663.0,27.27,34.08,1579.7,1974.62,155.55,194.43,345.6,98.62,20.51,325.09,104.85
287,151.28,-0.45,10.2,51.3,514.91,-118.47,0.0,447.75,18.82,23.52,1586.1,1982.62,155.54,194.42,345.6,68.05,14.15,331.45,70.96
288,144.84,-1.56,10.24,51.3,472.02,-414.63,0.0,108.69,4.37,5.47,1589.32,1986.65,155.23,194.04,345.6,15.82,3.29,342.31,15.97
289,140.01,0.89,10.28,51.3,441.08,236.93,0.0,729.31,28.36,35.46,1593.86,1992.33,155.07,193.84,345.6,102.59,21.34,324.26,109.34
290,151.28,1.34,10.32,51.3,514.91,355.4,0.0,921.61,38.73,48.41,1603.18,2003.98,155.37,194.21,345.6,140.07,29.14,316.46,152.97
291,149.67,-3.58,10.36,51.3,504.02,-947.72,0.0,-392.41,-16.31,-20.39,1606.3,2007.87,155.04,193.8,345.6,-59.01,-12.27,357.87,-56.98
292,125.53,-5.59,10.4,51.3,354.54,-1480.82,0.0,-1074.97,-37.48,-46.85,1598.82,1998.53,153.75,192.19,345.6,-135.57,-28.2,373.8,-125.35
293,109.44,-1.56,10.43,51.3,269.46,-414.63,0.0,-93.87,-2.85,-3.57,1593.22,1991.53,152.74,190.92,345.6,-10.32,-2.15,347.75,-10.26
294,114.26,3.35,10.46,51.3,293.76,888.49,0.0,1233.55,39.15,48.94,1598.26,1997.83,152.76,190.96,345.6,141.61,29.46,316.14,154.8
295,133.58,5.36,10.5,51.3,401.45,1421.58,0.0,1874.34,69.55,86.93,1613.36,2016.7,153.7,192.13,345.6,251.54,52.32,293.28,296.41
296,152.89,3.13,10.54,51.3,525.93,829.26,0.0,1406.48,59.73,74.66,1631.32,2039.14,154.83,193.53,345.6,216.04,44.94,300.66,248.33
297,156.11,1.12,10.58,51.3,548.3,296.16,0.0,895.77,38.84,48.55,1645.01,2056.26,155.49,194.36,345.6,140.49,29.22,316.38,153.47
298,160.93,1.79,10.62,51.3,582.74,473.86,0.0,1107.91,49.53,61.91,1657.28,2071.6,156.0,195.0,345.6,179.14,37.26,308.34,200.78
299,168.98,2.01,10.67,51.3,642.48,533.09,0.0,1226.87,57.59,71.99,1672.16,2090.2,156.73,195.91,345.6,208.29,43.32,302.28,238.14
300,175.42,-0.89,10.72,51.3,692.36,-236.93,0.0,506.73,24.69,30.86,1683.58,2104.48,157.09,196.37,345.6,89.31,18.58,327.02,94.38
301,162.54,-3.58,10.76,51.3,594.46,-947.72,0.0,-301.96,-13.63,-17.04,1685.12,2106.4,156.55,195.69,345.6,-49.31,-10.26,355.86,-47.89
302,149.67,-1.56,10.81,51.3,504.02,-414.63,0.0,140.69,5.85,7.31,1684.04,2105.05,155.82,194.78,345.6,21.16,4.4,341.2,21.43
303,151.28,0.22,10.85,51.3,514.91,59.23,0.0,625.45,26.28,32.85,1688.5,2110.63,155.63,194.54,345.6,95.06,19.77,325.83,100.83
304,151.28,-0.45,10.89,51.3,514.91,-118.47,0.0,447.75,18.82,23.52,1694.77,2118.46,155.61,194.51,345.6,68.05,14.15,331.45,70.96
305,148.06,1.12,10.93,51.3,493.23,296.16,0.0,840.7,34.58,43.22,1702.18,2127.73,155.7,194.62,345.6,125.06,26.01,319.59,135.24
306,159.32,3.58,10.98,51.3,571.15,947.72,0.0,1570.17,69.49,86.86,1716.63,2145.79,156.41,195.51,345.6,251.34,52.28,293.32,296.14
307,173.81,1.79,11.02,51.3,679.71,473.86,0.0,1204.87,58.17,72.71,1734.37,2167.96,157.36,196.7,345.6,210.4,43.76,301.84,240.91
308,172.2,-1.12,11.07,51.3,667.18,-296.16,0.0,422.32,20.2,25.25,1745.25,2181.56,157.66,197.07,345.6,73.06,15.2,330.4,76.43
309,165.76,0.0,11.12,51.3,618.23,0.0,0.0,669.53,30.83,38.54,1752.34,2190.42,157.63,197.04,345.6,111.5,23.19,322.41,119.53
310,172.2,1.79,11.16,51.3,667.18,473.86,0.0,1192.35,57.03,71.29,1764.54,2205.68,158.06,197.58,345.6,206.28,42.91,302.69,235.53
311,178.64,-2.24,11.21,51.3,718.0,-592.33,0.0,176.97,8.78,10.98,1773.68,2217.1,158.19,197.74,345.6,31.76,6.61,338.99,32.38
312,156.11,-6.48,11.26,51.3,548.3,-1717.75,0.0,-1118.14,-48.49,-60.61,1768.17,2210.21,157.05,196.31,345.6,-175.37,-36.48,382.08,-158.63
313,131.97,-5.59,11.3,51.3,391.84,-1480.82,0.0,-1037.68,-38.04,-47.55,1756.15,2195.19,155.43,194.28,345.6,-137.58,-28.62,374.22,-127.06
314,115.87,-2.68,11.33,51.3,302.09,-710.79,0.0,-357.4,-11.5,-14.38,1749.27,2186.59,154.35,192.93,345.6,-41.61,-8.65,354.25,-40.59
315,112.65,1.12,11.37,51.3,285.54,296.16,0.0,633.01,19.81,24.76,1750.42,2188.03,154.02,192.52,345.6,71.65,14.9,330.7,74.87
316,123.92,3.35,11.4,51.3,345.51,888.49,0.0,1285.3,44.24,55.3,1759.32,2199.15,154.35,192.94,345.6,160.02,33.28,312.32,177.07
317,136.79,4.25,11.43,51.3,421.03,1125.42,0.0,1597.75,60.71,75.89,1773.9,2217.37,155.14,193.93,345.6,219.59,45.67,299.93,253.03
318,154.5,4.25,11.47,51.3,537.06,1125.42,0.0,1713.78,73.55,91.94,1792.54,2240.68,156.22,195.27,345.6,266.02,55.33,290.27,316.72
319,167.37,3.8,11.52,51.3,630.3,1006.96,0.0,1688.55,78.5,98.13,1813.66,2267.08,157.45,196.81,345.6,283.94,59.06,286.54,342.47
320,181.86,3.13,11.57,51.3,744.11,829.26,0.0,1624.66,82.07,102.59,1835.96,2294.95,158.71,198.39,345.6,296.84,61.74,283.86,361.41
321,189.9,1.56,11.62,51.3,811.41,414.63,0.0,1277.34,67.38,84.23,1856.72,2320.9,159.79,199.74,345.6,243.71,50.69,294.91,285.6
322,193.12,-3.13,11.67,51.3,839.15,-829.26,0.0,61.19,3.28,4.1,1866.53,2333.17,159.91,199.88,345.6,11.87,2.47,343.13,11.96
323,167.37,-7.15,11.72,51.3,630.3,-1895.44,0.0,-1213.85,-56.43,-70.54,1859.15,2323.94,158.59,198.24,345.6,-204.12,-42.46,388.06,-181.79
324,141.62,-6.26,11.77,51.3,451.28,-1658.51,0.0,-1155.94,-45.47,-56.84,1845.0,2306.25,156.81,196.02,345.6,-164.47,-34.21,379.81,-149.66
325,122.31,-4.47,11.8,51.3,336.59,-1184.65,0.0,-796.76,-27.07,-33.84,1834.92,2293.65,155.47,194.34,345.6,-97.91,-20.37,365.97,-92.46
326,109.44,-3.13,11.83,51.3,269.46,-829.26,0.0,-508.5,-15.46,-19.32,1829.02,2286.27,154.55,193.19,345.6,-55.91,-11.63,357.23,-54.09
327,99.78,-1.79,11.86,51.3,224.01,-473.86,0.0,-198.55,-5.5,-6.88,1826.11,2282.63,153.93,192.41,345.6,-19.9,-4.14,349.74,-19.67
328,96.56,0.0,11.89,51.3,209.79,0.0,0.0,261.09,7.0,8.75,1826.31,2282.89,153.59,191.99,345.6,25.33,5.27,340.33,25.72
329,99.78,1.34,11.92,51.3,224.01,355.4,0.0,630.7,17.48,21.85,1829.71,2287.14,153.52,191.91,345.6,63.23,13.15,332.45,65.73
330,106.22,0.22,11.95,51.3,253.84,59.23,0.0,364.38,10.75,13.44,1833.64,2292.04,153.49,191.86,345.6,38.88,8.09,337.51,39.82
331,101.39,-0.22,11.98,51.3,231.29,-59.23,0.0,223.36,6.29,7.86,1836.0,2295.0,153.31,191.64,345.6,22.75,4.73,340.87,23.07
332,104.61,3.35,12.0,51.3,246.21,888.49,0.0,1186.0,34.46,43.08,1841.66,2302.08,153.42,191.77,345.6,124.65,25.93,319.67,134.76
333,125.53,5.36,12.04,51.3,354.54,1421.58,0.0,1827.43,63.72,79.65,1855.3,2319.12,154.14,192.68,345.6,230.47,47.94,297.66,267.59
334,143.23,4.25,12.07,51.3,461.59,1125.42,0.0,1638.31,65.18,81.48,1873.2,2341.5,155.15,193.94,345.6,235.76,49.04,296.56,274.74
