time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,delta_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
81,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
82,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
83,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
84,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
85,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
86,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
87,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
88,0.0,0.0,0.14,51.3,0.0,0.0,0.0,51.3,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
89,0.0,0.67,0.14,51.3,0.0,177.7,0.0,229.0,0.0,0.0,2.3,2.88,16.23,20.29,345.6,0.0,0.0,345.6,0.0
90,4.83,0.67,0.14,51.3,0.52,177.7,0.0,229.52,0.31,0.38,2.34,2.93,16.46,20.57,345.6,1.11,0.23,345.37,1.11
91,4.83,2.01,0.14,51.3,0.52,533.09,0.0,584.92,0.78,0.98,2.5,3.12,17.36,21.7,345.6,2.84,0.59,345.01,2.84
92,19.31,2.91,0.15,51.3,8.39,770.02,0.0,829.72,4.45,5.56,3.22,4.03,21.91,27.39,345.6,16.1,3.35,342.25,16.26
93,25.75,2.01,0.15,51.3,14.92,533.09,0.0,599.31,4.29,5.36,4.44,5.54,28.93,36.16,345.6,15.5,3.22,342.38,15.65
94,33.8,2.01,0.16,51.3,25.7,533.09,0.0,610.09,5.73,7.16,5.83,7.28,36.05,45.07,345.6,20.72,4.31,341.29,20.98
95,40.23,2.68,0.17,51.3,36.42,710.79,0.0,798.51,8.92,11.16,7.86,9.83,45.74,57.17,345.6,32.28,6.71,338.89,32.92
96,53.11,2.91,0.18,51.3,63.46,770.02,0.0,884.79,13.05,16.32,10.91,13.64,59.04,73.8,345.6,47.21,9.82,335.78,48.59
97,61.15,2.24,0.2,51.3,84.15,592.33,0.0,727.77,12.36,15.45,14.44,18.05,71.96,89.95,345.6,44.72,9.3,336.3,45.95
98,69.2,2.46,0.22,51.3,107.75,651.56,0.0,810.61,15.58,19.48,18.33,22.91,83.74,104.68,345.6,56.36,11.72,333.88,58.34
99,78.86,0.67,0.24,51.3,139.92,177.7,0.0,368.91,8.08,10.1,21.61,27.01,90.28,112.85,345.6,29.23,6.08,339.52,29.75
100,74.03,-1.12,0.26,51.3,123.31,-296.16,0.0,-121.55,-2.5,-3.12,22.39,27.98,85.9,107.37,345.6,-9.04,-1.88,347.48,-8.99
101,70.81,0.22,0.28,51.3,112.82,59.23,0.0,223.35,4.39,5.49,22.65,28.31,80.68,100.85,345.6,15.89,3.31,342.29,16.04
102,75.64,2.01,0.3,51.3,128.73,533.09,0.0,713.12,14.98,18.73,25.34,31.68,84.17,105.21,345.6,54.19,11.27,334.33,56.02
103,85.3,1.79,0.32,51.3,163.69,473.86,0.0,688.85,16.32,20.4,29.69,37.11,91.79,114.74,345.6,59.03,12.28,333.32,61.21
104,88.51,-0.22,0.35,51.3,176.28,-59.23,0.0,168.35,4.14,5.17,32.53,40.66,93.59,116.99,345.6,14.97,3.11,342.49,15.11
105,83.69,-2.46,0.37,51.3,157.57,-651.56,0.0,-442.69,-10.29,-12.86,31.68,39.6,85.27,106.58,345.6,-37.22,-7.74,353.34,-36.4
106,70.81,-3.35,0.39,51.3,112.82,-888.49,0.0,-724.37,-14.25,-17.81,28.27,35.33,71.94,89.92,345.6,-51.53,-10.72,356.32,-49.98
107,59.55,-2.91,0.41,51.3,79.78,-770.02,0.0,-638.95,-10.57,-13.21,24.82,31.03,60.38,75.48,345.6,-38.23,-7.95,353.55,-37.37
108,49.89,-2.24,0.43,51.3,56.0,-592.33,0.0,-485.02,-6.72,-8.4,22.42,28.02,52.6,65.75,345.6,-24.31,-5.06,350.66,-23.96
109,43.45,0.45,0.44,51.3,42.48,118.47,0.0,212.25,2.56,3.2,21.84,27.3,49.73,62.16,345.6,9.27,1.93,343.67,9.32
110,53.11,4.02,0.45,51.3,63.46,1066.19,0.0,1180.95,17.42,21.78,24.62,30.77,54.39,67.99,345.6,63.01,13.11,332.49,65.5
111,72.42,4.69,0.47,51.3,118.01,1243.89,0.0,1413.19,28.43,35.54,30.99,38.73,65.92,82.4,345.6,102.82,21.39,324.21,109.61
112,86.9,1.34,0.49,51.3,169.93,355.4,0.0,576.62,13.92,17.4,36.87,46.08,74.9,93.63,345.6,50.35,10.47,335.13,51.92
113,82.08,-2.24,0.52,51.3,151.57,-592.33,0.0,-389.45,-8.88,-11.1,37.57,46.96,72.85,91.07,345.6,-32.12,-6.68,352.28,-31.51
114,70.81,-1.79,0.54,51.3,112.82,-473.86,0.0,-309.74,-6.09,-7.62,35.49,44.36,66.1,82.62,345.6,-22.04,-4.58,350.18,-21.75
115,69.2,0.89,0.56,51.3,107.75,236.93,0.0,395.98,7.61,9.51,35.7,44.62,64.17,80.21,345.6,27.53,5.73,339.87,27.99
116,77.25,1.79,0.58,51.3,134.26,473.86,0.0,659.43,14.15,17.69,38.72,48.4,67.15,83.93,345.6,51.18,10.65,334.95,52.81
117,82.08,2.01,0.6,51.3,151.57,533.09,0.0,735.97,16.78,20.97,43.02,53.77,71.84,89.8,345.6,60.69,12.62,332.98,62.99
118,91.73,5.14,0.62,51.3,189.33,1362.35,0.0,1602.98,40.85,51.06,51.02,63.78,81.9,102.38,345.6,147.74,30.73,314.87,162.15
119,119.09,6.48,0.65,51.3,319.11,1717.75,0.0,2088.16,69.08,86.35,66.29,82.86,101.63,127.04,345.6,249.85,51.97,293.63,294.07
120,138.4,4.47,0.69,51.3,431.0,1184.65,0.0,1666.95,64.09,80.11,84.78,105.98,123.23,154.04,345.6,231.79,48.21,297.39,269.37
121,151.28,3.58,0.73,51.3,514.91,947.72,0.0,1513.94,63.62,79.52,102.52,128.15,140.78,175.98,345.6,230.1,47.86,297.74,267.09
122,164.15,3.13,0.77,51.3,606.29,829.26,0.0,1486.84,67.8,84.75,120.77,150.96,156.43,195.54,345.6,245.22,51.0,294.6,287.67
123,173.81,2.68,0.82,51.3,679.71,710.79,0.0,1441.8,69.61,87.01,139.86,174.82,170.77,213.46,345.6,251.77,52.37,293.23,296.74
124,183.46,1.79,0.87,51.3,757.33,473.86,0.0,1282.5,65.36,81.7,158.6,198.25,182.6,228.24,345.6,236.4,49.17,296.43,275.61
125,186.68,1.12,0.92,51.3,784.14,296.16,0.0,1131.6,58.68,73.35,175.83,219.79,191.12,238.9,345.6,212.24,44.15,301.45,243.33
126,191.51,0.22,0.97,51.3,825.22,59.23,0.0,935.76,49.78,62.23,190.89,238.62,196.29,245.36,345.6,180.05,37.45,308.15,201.93
127,188.29,-2.91,1.03,51.3,797.72,-770.02,0.0,78.99,4.13,5.16,198.38,247.98,193.49,241.86,345.6,14.94,3.11,342.49,15.08
128,170.59,-4.92,1.08,51.3,654.77,-1303.12,0.0,-597.05,-28.29,-35.36,195.03,243.78,181.4,226.75,345.6,-102.33,-21.28,366.88,-96.39
129,152.89,-4.69,1.12,51.3,525.93,-1243.89,0.0,-666.66,-28.31,-35.39,187.16,233.96,167.1,208.88,345.6,-102.4,-21.3,366.9,-96.46
130,136.79,-4.25,1.16,51.3,421.03,-1125.42,0.0,-653.09,-24.82,-31.02,179.79,224.73,154.95,193.69,345.6,-89.76,-18.67,364.27,-85.16
131,122.31,-2.01,1.2,51.3,336.59,-533.09,0.0,-145.2,-4.93,-6.17,175.65,219.57,146.83,183.54,345.6,-17.84,-3.71,349.31,-17.65
132,122.31,0.89,1.23,51.3,336.59,236.93,0.0,624.82,21.23,26.54,177.92,222.4,144.62,180.77,345.6,76.78,15.97,329.63,80.5
133,128.75,-0.45,1.27,51.3,372.96,-118.47,0.0,305.79,10.94,13.67,182.38,227.98,144.16,180.2,345.6,39.55,8.23,337.37,40.52
134,119.09,-4.02,1.3,51.3,319.11,-1066.19,0.0,-695.78,-23.02,-28.77,180.71,225.88,139.05,173.82,345.6,-83.25,-17.32,362.92,-79.28
135,99.78,-3.35,1.33,51.3,224.01,-888.49,0.0,-613.18,-17.0,-21.24,175.15,218.94,131.7,164.62,345.6,-61.47,-12.79,358.39,-59.28
136,94.95,0.45,1.36,51.3,202.85,118.47,0.0,372.62,9.83,12.28,174.15,217.69,128.34,160.42,345.6,35.55,7.39,338.21,36.32
137,103.0,2.46,1.38,51.3,238.69,651.56,0.0,941.55,26.94,33.67,179.26,224.08,129.48,161.85,345.6,97.43,20.27,325.33,103.5
138,112.65,1.79,1.41,51.3,285.54,473.86,0.0,810.71,25.37,31.71,186.52,233.16,131.87,164.84,345.6,91.76,19.09,326.51,97.12
139,115.87,-1.12,1.45,51.3,302.09,-296.16,0.0,57.23,1.84,2.3,190.3,237.88,131.59,164.49,345.6,6.66,1.39,344.21,6.69
140,104.61,-2.24,1.48,51.3,246.21,-592.33,0.0,-294.82,-8.57,-10.71,189.37,236.71,128.23,160.29,345.6,-30.98,-6.44,352.04,-30.42
141,99.78,-0.22,1.51,51.3,224.01,-59.23,0.0,216.07,5.99,7.49,189.01,236.27,125.57,156.97,345.6,21.66,4.51,341.09,21.95
142,103.0,0.45,1.53,51.3,238.69,118.47,0.0,408.46,11.69,14.61,191.47,239.33,124.87,156.09,345.6,42.27,8.79,336.81,43.37
143,103.0,1.34,1.56,51.3,238.69,355.4,0.0,645.39,18.46,23.08,195.65,244.57,125.26,156.58,345.6,66.79,13.89,331.71,69.58
144,112.65,3.13,1.59,51.3,285.54,829.26,0.0,1166.1,36.49,45.61,203.29,254.11,127.7,159.63,345.6,131.98,27.45,318.15,143.37
145,125.53,3.8,1.62,51.3,354.54,1006.96,0.0,1412.8,49.26,61.58,215.2,269.0,132.43,165.54,345.6,178.18,37.06,308.54,199.58
146,140.01,4.25,1.66,51.3,441.08,1125.42,0.0,1617.8,62.92,78.65,230.78,288.47,138.87,173.58,345.6,227.58,47.34,298.26,263.69
147,156.11,4.02,1.7,51.3,548.3,1066.19,0.0,1665.79,72.23,90.29,249.55,311.94,146.54,183.17,345.6,261.26,54.34,291.26,310.01
148,168.98,3.13,1.75,51.3,642.48,829.26,0.0,1523.03,71.49,89.36,269.51,336.89,154.17,192.71,345.6,258.57,53.78,291.82,306.23
149,178.64,1.79,1.8,51.3,718.0,473.86,0.0,1243.16,61.69,77.11,288.01,360.01,160.32,200.4,345.6,223.12,46.41,299.19,257.72
150,181.86,0.67,1.85,51.3,744.11,177.7,0.0,973.1,49.16,61.45,303.4,379.25,164.31,205.39,345.6,177.79,36.98,308.62,199.1
151,183.46,0.89,1.9,51.3,757.33,236.93,0.0,1045.57,53.28,66.61,317.63,397.04,167.42,209.27,345.6,192.72,40.09,305.51,218.01
152,188.29,1.34,1.95,51.3,797.72,355.4,0.0,1204.41,63.0,78.74,333.78,417.23,171.27,214.09,345.6,227.85,47.39,298.21,264.06
153,193.12,-0.89,2.0,51.3,839.15,-236.93,0.0,653.52,35.06,43.82,347.4,434.25,173.54,216.93,345.6,126.8,26.37,319.23,137.28
154,181.86,-5.14,2.05,51.3,744.11,-1362.35,0.0,-566.94,-28.64,-35.8,348.29,435.36,169.57,211.97,345.6,-103.59,-21.55,367.15,-97.51
155,156.11,-6.71,2.1,51.3,548.3,-1776.98,0.0,-1177.38,-51.05,-63.82,337.22,421.53,160.52,200.65,345.6,-184.66,-38.41,384.01,-166.19
156,133.58,-6.04,2.14,51.3,401.45,-1599.28,0.0,-1146.53,-42.54,-53.18,324.22,405.28,151.43,189.29,345.6,-153.87,-32.0,377.6,-140.83
157,112.65,-5.59,2.18,51.3,285.54,-1480.82,0.0,-1143.97,-35.8,-44.75,313.34,391.68,144.05,180.06,345.6,-129.48,-26.93,372.53,-120.12
158,93.34,-4.69,2.2,51.3,196.04,-1243.89,0.0,-996.55,-25.84,-32.3,304.78,380.98,138.29,172.87,345.6,-93.46,-19.44,365.04,-88.48
159,78.86,-3.13,2.23,51.3,139.92,-829.26,0.0,-638.04,-13.98,-17.47,299.25,374.07,134.33,167.91,345.6,-50.55,-10.51,356.11,-49.06
160,70.81,-0.45,2.25,51.3,112.82,-118.47,0.0,45.65,0.9,1.12,297.44,371.79,132.28,165.34,345.6,3.25,0.68,344.92,3.25
161,75.64,2.24,2.27,51.3,128.73,592.33,0.0,772.35,16.23,20.28,299.81,374.77,132.14,165.17,345.6,58.69,12.21,333.39,60.84
162,86.9,3.13,2.29,51.3,169.93,829.26,0.0,1050.49,25.36,31.7,305.59,381.99,133.36,166.7,345.6,91.72,19.08,326.52,97.08
163,98.17,3.13,2.32,51.3,216.84,829.26,0.0,1097.4,29.93,37.41,313.27,391.59,135.19,168.99,345.6,108.24,22.51,323.09,115.78
164,109.44,1.79,2.35,51.3,269.46,473.86,0.0,794.62,24.16,30.19,320.78,400.97,136.73,170.91,345.6,87.37,18.17,327.43,92.22
165,111.04,0.0,2.38,51.3,277.44,0.0,0.0,328.74,10.14,12.68,325.54,406.93,136.97,171.22,345.6,36.68,7.63,337.97,37.5
166,109.44,0.0,2.41,51.3,269.46,0.0,0.0,320.76,9.75,12.19,328.31,410.38,136.38,170.47,345.6,35.27,7.34,338.26,36.03
167,111.04,1.12,2.44,51.3,277.44,296.16,0.0,624.91,19.28,24.09,332.34,415.42,136.32,170.4,345.6,69.72,14.5,331.1,72.77
168,117.48,2.01,2.47,51.3,310.54,533.09,0.0,894.94,29.21,36.51,339.07,423.84,137.29,171.62,345.6,105.63,21.97,323.63,112.8
169,125.53,1.56,2.5,51.3,354.54,414.63,0.0,820.47,28.61,35.76,347.1,433.88,138.65,173.31,345.6,103.48,21.52,324.08,110.35
170,128.75,2.01,2.54,51.3,372.96,533.09,0.0,957.35,34.24,42.8,355.83,444.79,140.16,175.2,345.6,123.83,25.76,319.84,133.81
171,140.01,0.89,2.58,51.3,441.08,236.93,0.0,729.31,28.36,35.46,364.52,455.66,141.5,176.88,345.6,102.59,21.34,324.26,109.34
172,135.18,-3.35,2.61,51.3,411.18,-888.49,0.0,-426.01,-16.0,-20.0,366.24,457.8,140.09,175.12,345.6,-57.86,-12.03,357.63,-55.91
173,115.87,-4.47,2.65,51.3,302.09,-1184.65,0.0,-831.26,-26.76,-33.44,360.3,450.38,136.01,170.01,345.6,-96.77,-20.13,365.73,-91.45
174,103.0,-2.68,2.68,51.3,238.69,-710.79,0.0,-420.8,-12.04,-15.05,354.92,443.64,132.45,165.57,345.6,-43.54,-9.06,354.66,-42.43
175,96.56,-1.12,2.71,51.3,209.79,-296.16,0.0,-35.08,-0.94,-1.18,353.11,441.39,130.43,163.04,345.6,-3.4,-0.71,346.31,-3.4
176,94.95,0.67,2.73,51.3,202.85,177.7,0.0,431.85,11.39,14.24,354.56,443.21,129.69,162.12,345.6,41.2,8.57,337.03,42.24
177,101.39,1.34,2.76,51.3,231.29,355.4,0.0,637.99,17.97,22.46,358.64,448.3,129.89,162.36,345.6,64.99,13.52,332.08,67.63
178,104.61,1.12,2.79,51.3,246.21,296.16,0.0,593.67,17.25,21.56,363.53,454.42,130.31,162.89,345.6,62.39,12.98,332.62,64.83
179,109.44,3.13,2.82,51.3,269.46,829.26,0.0,1150.02,34.96,43.7,370.78,463.48,131.51,164.39,345.6,126.44,26.3,319.3,136.86
180,127.14,2.68,2.85,51.3,363.69,710.79,0.0,1125.78,39.76,49.7,381.16,476.45,133.63,167.04,345.6,143.8,29.91,315.69,157.43
181,128.75,-2.91,2.89,51.3,372.96,-770.02,0.0,-345.77,-12.37,-15.46,384.97,481.21,133.3,166.63,345.6,-44.73,-9.3,354.9,-43.55
182,106.22,-5.81,2.92,51.3,253.84,-1540.05,0.0,-1234.91,-36.44,-45.54,378.19,472.74,129.49,161.87,345.6,-131.78,-27.41,373.01,-122.1
183,86.9,-4.69,2.95,51.3,169.93,-1243.89,0.0,-1022.66,-24.69,-30.86,369.7,462.12,125.44,156.79,345.6,-89.29,-18.57,364.17,-84.74
184,72.42,-3.35,2.97,51.3,118.01,-888.49,0.0,-719.18,-14.47,-18.08,364.26,455.33,122.67,153.34,345.6,-52.33,-10.88,356.48,-50.73
185,62.76,-0.67,2.99,51.3,88.64,-177.7,0.0,-37.76,-0.66,-0.82,362.16,452.7,121.2,151.49,345.6,-2.38,-0.5,346.1,-2.38
186,67.59,2.91,3.01,51.3,102.8,770.02,0.0,924.12,17.35,21.69,364.48,455.6,121.24,151.55,345.6,62.76,13.05,332.55,65.22
187,83.69,5.14,3.03,51.3,157.57,1362.35,0.0,1571.23,36.52,45.66,371.96,464.95,122.87,153.58,345.6,132.11,27.48,318.12,143.52
188,104.61,4.69,3.05,51.3,246.21,1243.89,0.0,1541.4,44.79,55.99,383.26,479.07,125.51,156.89,345.6,162.0,33.7,311.9,179.5
189,117.48,-0.22,3.08,51.3,310.54,-59.23,0.0,302.61,9.88,12.34,390.85,488.56,126.72,158.4,345.6,35.72,7.43,338.17,36.5
190,103.0,-4.47,3.11,51.3,238.69,-1184.65,0.0,-894.66,-25.6,-32.0,388.66,485.83,124.77,155.97,345.6,-92.58,-19.26,364.86,-87.69
191,85.3,-4.69,3.14,51.3,163.69,-1243.89,0.0,-1028.89,-24.38,-30.47,381.72,477.15,121.52,151.91,345.6,-88.17,-18.34,363.94,-83.73
192,69.2,-3.8,3.16,51.3,107.75,-1006.96,0.0,-847.91,-16.3,-20.37,376.07,470.09,118.91,148.64,345.6,-58.95,-12.26,357.86,-56.93
193,57.94,-2.24,3.18,51.3,75.52,-592.33,0.0,-465.5,-7.49,-9.36,372.77,465.96,117.21,146.52,345.6,-27.1,-5.64,351.24,-26.66
194,53.11,0.22,3.2,51.3,63.46,59.23,0.0,173.99,2.57,3.21,372.09,465.11,116.43,145.54,345.6,9.28,1.93,343.67,9.34
195,59.55,3.8,3.21,51.3,79.78,1006.96,0.0,1138.03,18.82,23.53,375.06,468.82,116.79,145.99,345.6,68.08,14.16,331.44,70.99
196,80.47,5.36,3.23,51.3,145.69,1421.58,0.0,1618.57,36.18,45.22,382.7,478.37,118.45,148.07,345.6,130.85,27.22,318.38,142.04
197,98.17,4.69,3.26,51.3,216.84,1243.89,0.0,1512.02,41.23,51.54,393.45,491.81,120.85,151.07,345.6,149.13,31.02,314.58,163.84
198,114.26,2.91,3.29,51.3,293.76,770.02,0.0,1115.09,35.39,44.24,404.09,505.11,123.01,153.76,345.6,128.01,26.63,318.97,138.7
199,119.09,-1.79,3.32,51.3,319.11,-473.86,0.0,-103.45,-3.42,-4.28,408.53,510.66,123.14,153.93,345.6,-12.38,-2.57,348.17,-12.29
200,101.39,-4.47,3.35,51.3,231.29,-1184.65,0.0,-902.06,-25.41,-31.76,404.53,505.66,120.82,151.03,345.6,-91.89,-19.11,364.71,-87.07
201,86.9,-3.8,3.37,51.3,169.93,-1006.96,0.0,-785.73,-18.97,-23.71,398.36,497.95,118.06,147.57,345.6,-68.6,-14.27,359.87,-65.88
202,74.03,-3.35,3.4,51.3,123.31,-888.49,0.0,-713.88,-14.68,-18.35,393.69,492.11,115.91,144.88,345.6,-53.1,-11.04,356.64,-51.45
203,62.76,-1.34,3.42,51.3,88.64,-355.4,0.0,-215.46,-3.76,-4.7,391.13,488.91,114.51,143.14,345.6,-13.59,-2.83,348.43,-13.48
204,64.37,0.0,3.43,51.3,93.24,0.0,0.0,144.54,2.58,3.23,390.97,488.71,113.88,142.35,345.6,9.35,1.94,343.66,9.4
205,62.76,-0.22,3.45,51.3,88.64,-59.23,0.0,80.7,1.41,1.76,391.52,489.4,113.45,141.82,345.6,5.09,1.06,344.54,5.1
206,62.76,1.34,3.47,51.3,88.64,355.4,0.0,495.33,8.64,10.79,392.92,491.14,113.29,141.61,345.6,31.24,6.5,339.1,31.83
207,72.42,3.13,3.49,51.3,118.01,829.26,0.0,998.56,20.09,25.11,396.9,496.13,113.82,142.27,345.6,72.66,15.11,330.49,75.98
208,85.3,4.02,3.51,51.3,163.69,1066.19,0.0,1281.18,30.36,37.94,403.91,504.89,115.11,143.88,345.6,109.79,22.84,322.76,117.56
209,101.39,4.02,3.53,51.3,231.29,1066.19,0.0,1348.78,37.99,47.48,413.4,516.75,116.95,146.18,345.6,137.39,28.58,317.02,149.78
210,114.26,3.58,3.56,51.3,293.76,947.72,0.0,1292.78,41.03,51.29,424.38,530.47,119.04,148.8,345.6,148.41,30.87,314.73,162.97
211,127.14,0.0,3.6,51.3,363.69,0.0,0.0,414.99,14.66,18.32,432.11,540.14,120.08,150.1,345.6,53.01,11.03,334.57,54.76
212,114.26,-5.81,3.63,51.3,293.76,-1540.05,0.0,-1194.99,-37.93,-47.41,428.88,536.1,118.08,147.61,345.6,-137.18,-28.53,374.13,-126.72
213,85.3,-2.68,3.66,51.3,163.69,-710.79,0.0,-495.8,-11.75,-14.68,421.98,527.48,115.31,144.13,345.6,-42.49,-8.84,354.44,-41.43
214,94.95,0.0,3.68,51.3,202.85,0.0,0.0,254.15,6.7,8.38,421.28,526.6,114.33,142.91,345.6,24.25,5.04,340.56,24.6
215,85.3,-2.01,3.71,51.3,163.69,-533.09,0.0,-318.1,-7.54,-9.42,421.16,526.45,113.53,141.91,345.6,-27.26,-5.67,351.27,-26.82
216,80.47,0.45,3.73,51.3,145.69,118.47,0.0,315.45,7.05,8.81,421.1,526.37,112.81,141.01,345.6,25.5,5.3,340.3,25.9
217,88.51,1.12,3.76,51.3,176.28,296.16,0.0,523.74,12.88,16.1,423.86,529.83,112.84,141.05,345.6,46.58,9.69,335.91,47.92
218,88.51,-0.67,3.78,51.3,176.28,-177.7,0.0,49.88,1.23,1.53,425.82,532.28,112.63,140.78,345.6,4.44,0.92,344.68,4.45
219,83.69,-1.56,3.8,51.3,157.57,-414.63,0.0,-205.75,-4.78,-5.98,425.33,531.66,111.79,139.74,345.6,-17.3,-3.6,349.2,-17.12
220,77.25,-2.24,3.83,51.3,134.26,-592.33,0.0,-406.76,-8.73,-10.91,423.45,529.32,110.65,138.31,345.6,-31.57,-6.57,352.17,-30.98
221,67.59,-3.13,3.85,51.3,102.8,-829.26,0.0,-675.16,-12.68,-15.85,420.48,525.6,109.29,136.62,345.6,-45.85,-9.54,355.14,-44.62
222,54.72,-3.35,3.86,51.3,67.37,-888.49,0.0,-769.82,-11.7,-14.63,417.09,521.37,107.94,134.92,345.6,-42.32,-8.8,354.4,-41.27
223,43.45,0.22,3.88,51.3,42.48,59.23,0.0,153.01,1.85,2.31,415.73,519.66,107.21,134.01,345.6,6.68,1.39,344.21,6.71
224,56.33,4.25,3.89,51.3,71.39,1125.42,0.0,1248.11,19.53,24.41,418.69,523.37,107.59,134.48,345.6,70.63,14.69,330.91,73.77
225,74.03,4.69,3.91,51.3,123.31,1243.89,0.0,1418.49,29.17,36.46,425.46,531.82,108.82,136.02,345.6,105.5,21.94,323.66,112.66
226,90.12,1.79,3.93,51.3,182.75,473.86,0.0,707.91,17.72,22.15,431.97,539.96,109.84,137.3,345.6,64.1,13.33,332.27,66.67
227,86.9,-2.01,3.96,51.3,169.93,-533.09,0.0,-311.87,-7.53,-9.41,433.39,541.73,109.52,136.9,345.6,-27.23,-5.66,351.26,-26.79
228,75.64,-1.79,3.98,51.3,128.73,-473.86,0.0,-293.83,-6.17,-7.72,431.48,539.35,108.42,135.52,345.6,-22.33,-4.64,350.24,-22.03
229,74.03,0.67,4.0,51.3,123.31,177.7,0.0,352.31,7.24,9.06,431.63,539.54,107.89,134.87,345.6,26.2,5.45,340.15,26.62
230,80.47,1.79,4.02,51.3,145.69,473.86,0.0,670.85,14.99,18.74,434.72,543.4,108.09,135.11,345.6,54.23,11.28,334.32,56.06
231,86.9,3.13,4.05,51.3,169.93,829.26,0.0,1050.49,25.36,31.7,440.33,550.41,108.85,136.06,345.6,91.72,19.08,326.52,97.08
232,103.0,6.04,4.07,51.3,238.69,1599.28,0.0,1889.27,54.05,67.57,451.35,564.19,110.85,138.57,345.6,195.5,40.66,304.94,221.58
233,130.36,5.81,4.1,51.3,382.34,1540.05,0.0,1973.69,71.47,89.33,468.79,585.99,114.23,142.78,345.6,258.49,53.77,291.83,306.11
234,144.84,3.58,4.14,51.3,472.02,947.72,0.0,1471.05,59.19,73.98,486.93,608.67,117.55,146.94,345.6,214.07,44.53,301.07,245.73
235,156.11,3.35,4.18,51.3,548.3,888.49,0.0,1488.09,64.53,80.66,504.12,630.15,120.49,150.61,345.6,233.39,48.55,297.05,271.53
236,168.98,3.13,4.23,51.3,642.48,829.26,0.0,1523.03,71.49,89.36,523.01,653.76,123.67,154.58,345.6,258.57,53.78,291.82,306.23
237,178.64,2.24,4.28,51.3,718.0,592.33,0.0,1361.63,67.57,84.46,542.32,677.9,126.78,158.48,345.6,244.38,50.83,294.77,286.52
238,185.07,2.01,4.33,51.3,770.68,533.09,0.0,1355.07,69.66,87.08,561.38,701.73,129.71,162.14,345.6,251.97,52.41,293.19,297.01
239,193.12,1.79,4.38,51.3,839.15,473.86,0.0,1364.31,73.19,91.49,581.22,726.53,132.68,165.85,345.6,264.71,55.06,290.54,314.88
240,197.95,-0.67,4.43,51.3,881.63,-177.7,0.0,755.24,41.53,51.91,597.15,746.44,134.65,168.31,345.6,150.2,31.24,314.36,165.13
241,188.29,-3.58,4.49,51.3,797.72,-947.72,0.0,-98.7,-5.16,-6.45,602.2,752.76,134.17,167.71,345.6,-18.67,-3.88,349.48,-18.46
242,172.2,-5.36,4.54,51.3,667.18,-1421.58,0.0,-703.1,-33.63,-42.04,596.82,746.02,131.5,164.37,345.6,-121.64,-25.3,370.9,-113.34
243,149.67,-5.59,4.58,51.3,504.02,-1480.82,0.0,-925.5,-38.48,-48.1,586.8,733.5,128.03,160.04,345.6,-139.17,-28.95,374.55,-128.41
244,131.97,-3.35,4.62,51.3,391.84,-888.49,0.0,-445.35,-16.33,-20.41,579.19,723.99,125.3,156.63,345.6,-59.05,-12.28,357.88,-57.02
245,125.53,0.45,4.66,51.3,354.54,118.47,0.0,524.31,18.28,22.85,579.46,724.33,124.4,155.5,345.6,66.12,13.75,331.85,68.87
246,135.18,0.45,4.69,51.3,411.18,118.47,0.0,580.95,21.82,27.27,585.03,731.29,124.62,155.78,345.6,78.9,16.41,329.19,82.84
247,128.75,-3.13,4.73,51.3,372.96,-829.26,0.0,-405.0,-14.48,-18.11,586.05,732.56,123.87,154.84,345.6,-52.39,-10.9,356.5,-50.79
248,112.65,-3.8,4.76,51.3,285.54,-1006.96,0.0,-670.11,-20.97,-26.21,581.13,726.41,121.97,152.46,345.6,-75.84,-15.78,361.38,-72.53
249,101.39,-0.45,4.79,51.3,231.29,-118.47,0.0,164.13,4.62,5.78,578.85,723.57,120.74,150.92,345.6,16.72,3.48,342.12,16.89
250,109.44,2.24,4.82,51.3,269.46,592.33,0.0,913.09,27.76,34.7,583.35,729.19,120.94,151.17,345.6,100.39,20.88,324.72,106.85
