time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,pack_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
549,220.0,1.39,16.36,51.3,1089.0,368.06,0.0,1508.36,92.18,115.22,2584.35,3230.44,157.96,197.45,345.6,333.4,69.35,276.25,417.09
550,224.0,-0.42,16.42,51.3,1128.96,-110.42,0.0,1069.84,66.57,83.21,2606.4,3258.0,158.71,198.39,345.6,240.77,50.08,295.52,281.57
551,217.0,-4.31,16.48,51.3,1059.5,-1140.97,0.0,-30.17,-1.82,-2.27,2615.39,3269.24,158.67,198.33,345.6,-6.58,-1.37,346.97,-6.55
552,193.0,-7.5,16.54,51.3,838.1,-1987.5,0.0,-1098.1,-58.87,-73.59,2606.97,3258.71,157.61,197.01,345.6,-212.93,-44.29,389.89,-188.74
553,163.0,-8.06,16.59,51.3,597.8,-2134.72,0.0,-1485.62,-67.27,-84.08,2589.45,3236.81,156.09,195.11,345.6,-243.29,-50.6,396.2,-212.22
554,135.0,-6.94,16.63,51.3,410.06,-1840.28,0.0,-1378.92,-51.71,-64.64,2572.92,3216.15,154.7,193.38,345.6,-187.03,-38.9,384.5,-168.1
555,113.0,-5.42,16.67,51.3,287.3,-1435.42,0.0,-1096.81,-34.43,-43.03,2560.96,3201.2,153.67,192.08,345.6,-124.52,-25.9,371.5,-115.84
556,96.0,-5.0,16.69,51.3,207.36,-1325.0,0.0,-1066.34,-28.44,-35.54,2552.23,3190.28,152.88,191.1,345.6,-102.85,-21.39,366.99,-96.85
557,77.0,-5.14,16.72,51.3,133.4,-1361.81,0.0,-1177.1,-25.18,-31.47,2544.78,3180.98,152.21,190.26,345.6,-91.06,-18.94,364.54,-86.33
558,59.0,-3.47,16.74,51.3,78.32,-920.14,0.0,-790.52,-12.96,-16.19,2539.48,3174.36,151.72,189.65,345.6,-46.86,-9.75,355.35,-45.57
559,52.0,-0.14,16.75,51.3,60.84,-36.81,0.0,75.33,1.09,1.36,2537.84,3172.3,151.49,189.36,345.6,3.94,0.82,344.78,3.95
560,58.0,-0.14,16.77,51.3,75.69,-36.81,0.0,90.18,1.45,1.82,2538.19,3172.74,151.37,189.21,345.6,5.26,1.09,344.51,5.27
561,51.0,-0.56,16.78,51.3,58.52,-147.22,0.0,-37.4,-0.53,-0.66,2538.32,3172.9,151.24,189.05,345.6,-1.92,-0.4,346.0,-1.91
562,54.0,2.5,16.8,51.3,65.61,662.5,0.0,779.41,11.69,14.61,2539.87,3174.84,151.2,189.0,345.6,42.29,8.8,336.8,43.39
563,69.0,4.31,16.82,51.3,107.12,1140.97,0.0,1299.39,24.91,31.13,2544.95,3181.19,151.35,189.19,345.6,90.08,18.74,326.86,95.24
564,85.0,4.44,16.84,51.3,162.56,1177.78,0.0,1391.64,32.86,41.07,2552.97,3191.22,151.63,189.54,345.6,118.84,24.72,320.88,128.0
565,101.0,4.72,16.86,51.3,229.52,1251.39,0.0,1532.21,42.99,53.73,2563.51,3204.38,152.03,190.03,345.6,155.48,32.34,313.26,171.53
566,119.0,4.72,16.89,51.3,318.62,1251.39,0.0,1621.31,53.59,66.99,2576.92,3221.15,152.54,190.68,345.6,193.84,40.32,305.28,219.44
567,135.0,4.44,16.93,51.3,410.06,1177.78,0.0,1639.14,61.47,76.83,2592.9,3241.13,153.17,191.46,345.6,222.32,46.24,299.36,256.67
568,151.0,4.31,16.97,51.3,513.02,1140.97,0.0,1705.29,71.53,89.41,2611.37,3264.22,153.9,192.38,345.6,258.71,53.81,291.79,306.42
569,166.0,3.75,17.01,51.3,620.01,993.75,0.0,1665.06,76.78,95.97,2631.97,3289.96,154.71,193.39,345.6,277.7,57.76,287.84,333.42
570,178.0,3.19,17.06,51.3,712.89,846.53,0.0,1610.72,79.64,99.55,2653.7,3317.12,155.55,194.44,345.6,288.05,59.92,285.68,348.47
571,189.0,2.64,17.11,51.3,803.72,699.31,0.0,1554.33,81.6,102.0,2676.09,3345.11,156.4,195.5,345.6,295.15,61.39,284.21,358.9
572,197.0,2.08,17.16,51.3,873.2,552.08,0.0,1476.59,80.8,101.0,2698.65,3373.31,157.22,196.53,345.6,292.25,60.79,284.81,354.63
573,204.0,1.81,17.22,51.3,936.36,478.47,0.0,1466.13,83.08,103.85,2721.41,3401.76,158.04,197.55,345.6,300.49,62.5,283.1,366.84
574,210.0,1.67,17.28,51.3,992.25,441.67,0.0,1485.22,86.64,108.3,2744.98,3431.23,158.88,198.6,345.6,313.36,65.18,280.42,386.19
575,216.0,1.39,17.34,51.3,1049.76,368.06,0.0,1469.12,88.15,110.18,2769.26,3461.57,159.73,199.67,345.6,318.82,66.31,279.29,394.52
576,220.0,0.42,17.4,51.3,1089.0,110.42,0.0,1250.72,76.43,95.54,2792.12,3490.14,160.49,200.62,345.6,276.45,57.5,288.1,331.63
577,219.0,-2.92,17.46,51.3,1079.12,-772.92,0.0,357.51,21.75,27.19,2805.75,3507.19,160.71,200.89,345.6,78.66,16.36,329.24,82.57
578,199.0,-6.25,17.52,51.3,891.02,-1656.25,0.0,-713.93,-39.46,-49.33,2803.29,3504.11,160.04,200.05,345.6,-142.74,-29.69,375.29,-131.45
579,174.0,-6.67,17.57,51.3,681.21,-1766.67,0.0,-1034.16,-49.98,-62.48,2790.87,3488.58,158.86,198.58,345.6,-180.79,-37.6,383.2,-163.05
580,151.0,-5.83,17.61,51.3,513.02,-1545.83,0.0,-981.51,-41.17,-51.46,2778.21,3472.76,157.73,197.17,345.6,-148.9,-30.97,376.57,-136.66
581,132.0,-5.42,17.65,51.3,392.04,-1435.42,0.0,-992.08,-36.38,-45.47,2767.44,3459.3,156.77,195.97,345.6,-131.57,-27.37,372.97,-121.91
582,112.0,-5.28,17.69,51.3,282.24,-1398.61,0.0,-1065.07,-33.14,-41.42,2757.78,3447.23,155.93,194.91,345.6,-119.85,-24.93,370.53,-111.78
583,94.0,-4.86,17.71,51.3,198.81,-1288.19,0.0,-1038.08,-27.11,-33.88,2749.42,3436.77,155.2,194.0,345.6,-98.04,-20.39,365.99,-92.58
584,77.0,-4.03,17.74,51.3,133.4,-1067.36,0.0,-882.66,-18.88,-23.6,2743.03,3428.79,154.63,193.29,345.6,-68.28,-14.2,359.8,-65.59
585,65.0,-2.78,17.76,51.3,95.06,-736.11,0.0,-589.75,-10.65,-13.31,2738.93,3423.66,154.23,192.79,345.6,-38.51,-8.01,353.61,-37.64
586,57.0,-1.11,17.78,51.3,73.1,-294.44,0.0,-170.04,-2.69,-3.37,2737.08,3421.34,153.98,192.48,345.6,-9.74,-2.03,347.63,-9.68
587,57.0,0.14,17.79,51.3,73.1,36.81,0.0,161.21,2.55,3.19,2737.06,3421.32,153.84,192.3,345.6,9.23,1.92,343.68,9.28
588,58.0,0.83,17.81,51.3,75.69,220.83,0.0,347.82,5.6,7.0,2738.19,3422.74,153.77,192.21,345.6,20.27,4.22,341.38,20.52
589,63.0,2.08,17.82,51.3,89.3,552.08,0.0,692.69,12.12,15.15,2740.65,3425.81,153.76,192.2,345.6,43.84,9.12,336.48,45.03
590,73.0,0.97,17.84,51.3,119.9,257.64,0.0,428.84,8.7,10.87,2743.54,3429.43,153.76,192.2,345.6,31.45,6.54,339.06,32.06
591,70.0,-2.36,17.86,51.3,110.25,-625.69,0.0,-464.14,-9.03,-11.28,2743.5,3429.37,153.59,191.98,345.6,-32.64,-6.79,352.39,-32.01
592,56.0,-2.64,17.88,51.3,70.56,-699.31,0.0,-577.45,-8.98,-11.23,2741.0,3426.24,153.3,191.62,345.6,-32.49,-6.76,352.36,-31.87
593,51.0,0.28,17.9,51.3,58.52,73.61,0.0,183.43,2.6,3.25,2740.11,3425.14,153.12,191.4,345.6,9.4,1.95,343.65,9.45
594,58.0,2.5,17.91,51.3,75.69,662.5,0.0,789.49,12.72,15.9,2742.24,3427.8,153.11,191.39,345.6,46.01,9.57,336.03,47.32
595,69.0,4.58,17.93,51.3,107.12,1214.58,0.0,1373.01,26.32,32.89,2747.66,3434.57,153.26,191.58,345.6,95.18,19.8,325.8,100.97
596,91.0,5.83,17.95,51.3,186.32,1545.83,0.0,1783.46,45.08,56.35,2757.57,3446.97,153.62,192.03,345.6,163.06,33.92,311.68,180.8
597,111.0,4.58,17.98,51.3,277.22,1214.58,0.0,1543.11,47.58,59.47,2770.44,3463.05,154.1,192.63,345.6,172.09,35.79,309.81,191.97
598,124.0,3.47,18.01,51.3,345.96,920.14,0.0,1317.4,45.38,56.72,2783.35,3479.19,154.54,193.17,345.6,164.12,34.14,311.46,182.11
599,136.0,3.19,18.05,51.3,416.16,846.53,0.0,1313.99,49.64,62.05,2796.55,3495.69,154.96,193.7,345.6,179.54,37.34,308.26,201.29
600,147.0,1.81,18.09,51.3,486.2,478.47,0.0,1015.97,41.49,51.86,2809.21,3511.51,155.32,194.15,345.6,150.05,31.21,314.39,164.95
601,149.0,0.83,18.13,51.3,499.52,220.83,0.0,771.66,31.94,39.92,2819.4,3524.26,155.53,194.42,345.6,115.52,24.03,321.57,124.15
602,153.0,1.53,18.17,51.3,526.7,404.86,0.0,982.86,41.77,52.21,2829.64,3537.05,155.74,194.67,345.6,151.08,31.43,314.17,166.2
603,160.0,1.94,18.21,51.3,576.0,515.28,0.0,1142.58,50.78,63.48,2842.5,3553.12,156.07,195.09,345.6,183.67,38.2,307.4,206.5
604,167.0,2.5,18.26,51.3,627.5,662.5,0.0,1341.3,62.22,77.78,2858.19,3572.74,156.54,195.68,345.6,225.05,46.81,298.79,260.31
605,178.0,2.64,18.31,51.3,712.89,699.31,0.0,1463.5,72.36,90.45,2876.88,3596.1,157.15,196.44,345.6,261.72,54.44,291.16,310.66
606,186.0,2.08,18.36,51.3,778.41,552.08,0.0,1381.79,71.39,89.24,2896.85,3621.06,157.81,197.26,345.6,258.22,53.71,291.89,305.73
607,193.0,1.25,18.41,51.3,838.1,331.25,0.0,1220.65,65.44,81.8,2915.85,3644.82,158.39,197.99,345.6,236.69,49.23,296.37,276.01
608,195.0,-2.08,18.46,51.3,855.56,-552.08,0.0,354.78,19.22,24.02,2927.61,3659.52,158.56,198.21,345.6,69.51,14.46,331.14,72.54
609,178.0,-5.69,18.51,51.3,712.89,-1509.03,0.0,-744.84,-36.83,-46.04,2925.17,3656.46,157.99,197.49,345.6,-133.2,-27.71,373.31,-123.32
610,154.0,-7.22,18.56,51.3,533.61,-1913.89,0.0,-1328.98,-56.85,-71.06,2912.16,3640.19,156.9,196.12,345.6,-205.62,-42.77,388.37,-182.98
611,126.0,-8.06,18.6,51.3,357.21,-2134.72,0.0,-1726.21,-60.42,-75.52,2895.87,3619.84,155.69,194.61,345.6,-218.52,-45.45,391.05,-193.12
612,96.0,-7.22,18.63,51.3,207.36,-1913.89,0.0,-1655.23,-44.14,-55.17,2881.35,3601.68,154.65,193.32,345.6,-159.65,-33.21,378.81,-145.65
613,74.0,-4.44,18.65,51.3,123.21,-1177.78,0.0,-1003.27,-20.62,-25.78,2872.35,3590.44,153.98,192.47,345.6,-74.59,-15.51,361.11,-71.39
614,64.0,-0.83,18.67,51.3,92.16,-220.83,0.0,-77.37,-1.38,-1.72,2869.3,3586.62,153.66,192.07,345.6,-4.98,-1.03,346.63,-4.96
615,68.0,2.36,18.69,51.3,104.04,625.69,0.0,781.03,14.75,18.44,2871.15,3588.94,153.6,192.0,345.6,53.36,11.1,334.5,55.13
616,81.0,4.44,18.71,51.3,147.62,1177.78,0.0,1376.7,30.98,38.72,2877.51,3596.88,153.77,192.22,345.6,112.04,23.3,322.3,120.14
617,100.0,5.56,18.74,51.3,225.0,1472.22,0.0,1748.52,48.57,60.71,2888.55,3610.69,154.16,192.7,345.6,175.67,36.54,309.06,196.44
618,121.0,5.42,18.77,51.3,329.42,1435.42,0.0,1816.14,61.04,76.3,2903.78,3629.72,154.72,193.39,345.6,220.78,45.92,299.68,254.62
619,139.0,2.22,18.8,51.3,434.72,588.89,0.0,1074.91,41.5,51.88,2918.02,3647.53,155.18,193.97,345.6,150.11,31.22,314.38,165.02
620,137.0,-1.25,18.84,51.3,422.3,-331.25,0.0,142.35,5.42,6.77,2924.54,3655.67,155.21,194.01,345.6,19.59,4.08,341.52,19.83
621,130.0,-2.08,18.88,51.3,380.25,-552.08,0.0,-120.53,-4.35,-5.44,2924.68,3655.86,154.91,193.64,345.6,-15.74,-3.27,348.87,-15.6
622,122.0,-1.53,18.91,51.3,334.89,-404.86,0.0,-18.67,-0.63,-0.79,2923.99,3654.99,154.59,193.23,345.6,-2.29,-0.48,346.08,-2.29
623,119.0,-0.69,18.95,51.3,318.62,-184.03,0.0,185.89,6.14,7.68,2924.76,3655.95,154.35,192.94,345.6,22.23,4.62,340.98,22.53
624,117.0,-0.28,18.98,51.3,308.0,-73.61,0.0,285.69,9.28,11.61,2926.9,3658.63,154.2,192.75,345.6,33.58,6.99,338.61,34.28
625,117.0,-0.56,19.01,51.3,308.0,-147.22,0.0,212.08,6.89,8.62,2929.15,3661.43,154.05,192.57,345.6,24.93,5.19,340.41,25.31
626,113.0,-0.83,19.05,51.3,287.3,-220.83,0.0,117.77,3.7,4.62,2930.62,3663.27,153.87,192.34,345.6,13.37,2.78,342.82,13.48
627,111.0,-0.42,19.08,51.3,277.22,-110.42,0.0,218.11,6.72,8.41,2932.07,3665.08,153.7,192.12,345.6,24.32,5.06,340.54,24.68
628,110.0,0.28,19.11,51.3,272.25,73.61,0.0,397.16,12.14,15.17,2934.69,3668.36,153.59,191.99,345.6,43.89,9.13,336.47,45.08
629,113.0,0.56,19.14,51.3,287.3,147.22,0.0,485.82,15.25,19.06,2938.49,3673.11,153.54,191.92,345.6,55.16,11.47,334.13,57.05
630,114.0,-1.25,19.17,51.3,292.41,-331.25,0.0,12.46,0.39,0.49,2940.66,3675.83,153.4,191.75,345.6,1.43,0.3,345.3,1.43
631,104.0,-1.25,19.2,51.3,243.36,-331.25,0.0,-36.59,-1.06,-1.32,2940.57,3675.71,153.15,191.44,345.6,-3.82,-0.8,346.4,-3.81
632,105.0,0.28,19.23,51.3,248.06,73.61,0.0,372.97,10.88,13.6,2941.93,3677.42,152.99,191.24,345.6,39.35,8.18,337.42,40.3
633,106.0,-0.14,19.26,51.3,252.81,-36.81,0.0,267.3,7.87,9.84,2944.54,3680.67,152.89,191.12,345.6,28.47,5.92,339.68,28.96
634,104.0,-0.97,19.29,51.3,243.36,-257.64,0.0,37.02,1.07,1.34,2945.78,3682.22,152.73,190.91,345.6,3.87,0.8,344.8,3.88
635,99.0,-0.56,19.32,51.3,220.52,-147.22,0.0,124.6,3.43,4.28,2946.4,3683.0,152.54,190.67,345.6,12.39,2.58,343.02,12.49
636,100.0,1.39,19.34,51.3,225.0,368.06,0.0,644.36,17.9,22.37,2949.37,3686.71,152.47,190.59,345.6,64.74,13.47,332.13,67.36
637,109.0,3.33,19.37,51.3,267.32,883.33,0.0,1201.96,36.39,45.49,2956.91,3696.13,152.63,190.79,345.6,131.63,27.38,318.22,142.95
638,124.0,4.17,19.4,51.3,345.96,1104.17,0.0,1501.43,51.72,64.64,2969.14,3711.43,153.01,191.26,345.6,187.05,38.91,306.69,210.78
639,139.0,2.78,19.44,51.3,434.72,736.11,0.0,1222.13,47.19,58.98,2982.88,3728.6,153.43,191.79,345.6,170.67,35.5,310.1,190.21
640,144.0,-0.97,19.48,51.3,466.56,-257.64,0.0,260.22,10.41,13.01,2990.88,3738.6,153.53,191.91,345.6,37.65,7.83,337.77,38.52
641,132.0,-3.33,19.52,51.3,392.04,-883.33,0.0,-439.99,-16.13,-20.17,2990.08,3737.61,153.19,191.48,345.6,-58.35,-12.14,357.74,-56.37
642,120.0,-3.06,19.55,51.3,324.0,-809.72,0.0,-434.42,-14.48,-18.1,2985.83,3732.29,152.7,190.87,345.6,-52.38,-10.89,356.49,-50.77
643,110.0,-2.92,19.59,51.3,272.25,-772.92,0.0,-449.37,-13.73,-17.16,2981.91,3727.39,152.25,190.31,345.6,-49.66,-10.33,355.93,-48.22
644,99.0,-2.64,19.62,51.3,220.52,-699.31,0.0,-427.48,-11.76,-14.69,2978.37,3722.97,151.84,189.8,345.6,-42.52,-8.84,354.44,-41.46
645,91.0,-0.14,19.64,51.3,186.32,-36.81,0.0,200.82,5.08,6.35,2977.45,3721.81,151.59,189.49,345.6,18.36,3.82,341.78,18.57
646,98.0,1.81,19.67,51.3,216.09,478.47,0.0,745.86,20.3,25.38,2980.97,3726.22,151.57,189.46,345.6,73.44,15.28,330.32,76.83
647,104.0,0.14,19.7,51.3,243.36,36.81,0.0,331.47,9.58,11.97,2985.12,3731.4,151.56,189.45,345.6,34.63,7.2,338.4,35.37
648,99.0,-1.11,19.72,51.3,220.52,-294.44,0.0,-22.62,-0.62,-0.78,2986.37,3732.96,151.41,189.26,345.6,-2.25,-0.47,346.07,-2.25
649,96.0,0.69,19.75,51.3,207.36,184.03,0.0,442.69,11.81,14.76,2987.92,3734.9,151.28,189.1,345.6,42.7,8.88,336.72,43.82
650,104.0,3.61,19.78,51.3,243.36,956.94,0.0,1251.6,36.16,45.2,2994.58,3743.23,151.4,189.25,345.6,130.78,27.2,318.4,141.95
651,122.0,5.0,19.81,51.3,334.89,1325.0,0.0,1711.19,57.99,72.49,3007.66,3759.57,151.82,189.78,345.6,209.75,43.63,301.97,240.05
652,140.0,4.58,19.85,51.3,441.0,1214.58,0.0,1706.88,66.38,82.97,3024.93,3781.16,152.42,190.52,345.6,240.09,49.94,295.66,280.64
653,155.0,3.47,19.89,51.3,540.56,920.14,0.0,1512.0,65.1,81.38,3043.19,3803.99,153.02,191.27,345.6,235.46,48.98,296.62,274.34
654,165.0,2.92,19.93,51.3,612.56,772.92,0.0,1436.78,65.85,82.32,3061.38,3826.72,153.59,191.99,345.6,238.18,49.54,296.06,278.04
655,176.0,0.97,19.98,51.3,696.96,257.64,0.0,1005.9,49.18,61.47,3077.35,3846.69,154.03,192.53,345.6,177.87,37.0,308.6,199.19
656,172.0,-2.78,20.03,51.3,665.64,-736.11,0.0,-19.17,-0.92,-1.14,3084.06,3855.07,153.99,192.49,345.6,-3.31,-0.69,346.29,-3.31
657,156.0,-5.0,20.07,51.3,547.56,-1325.0,0.0,-726.14,-31.47,-39.33,3079.56,3849.45,153.42,191.77,345.6,-113.81,-23.67,369.27,-106.51
658,136.0,-6.25,20.11,51.3,416.16,-1656.25,0.0,-1188.79,-44.91,-56.14,3068.95,3836.19,152.58,190.72,345.6,-162.43,-33.79,379.39,-147.97
659,111.0,-5.56,20.15,51.3,277.22,-1472.22,0.0,-1143.7,-35.26,-44.08,3057.82,3822.27,151.77,189.71,345.6,-127.55,-26.53,372.13,-118.45
660,96.0,-4.31,20.18,51.3,207.36,-1140.97,0.0,-882.31,-23.53,-29.41,3049.65,3812.06,151.15,188.93,345.6,-85.1,-17.7,363.3,-80.95
661,80.0,-4.58,20.2,51.3,144.0,-1214.58,0.0,-1019.28,-22.65,-28.31,3043.24,3804.05,150.64,188.31,345.6,-81.93,-17.04,362.64,-78.08
662,63.0,-3.06,20.22,51.3,89.3,-809.72,0.0,-669.12,-11.71,-14.64,3038.47,3798.08,150.26,187.83,345.6,-42.35,-8.81,354.41,-41.3
663,58.0,-0.28,20.24,51.3,75.69,-73.61,0.0,53.38,0.86,1.07,3036.96,3796.2,150.06,187.58,345.6,3.11,0.65,344.95,3.12
664,61.0,2.92,20.25,51.3,83.72,772.92,0.0,907.94,15.38,19.23,3039.21,3799.02,150.05,187.56,345.6,55.64,11.57,334.03,57.57
665,79.0,5.0,20.27,51.3,140.42,1325.0,0.0,1516.72,33.28,41.6,3045.97,3807.47,150.24,187.8,345.6,120.38,25.04,320.56,129.79
666,97.0,4.03,20.3,51.3,211.7,1067.36,0.0,1330.36,35.85,44.81,3055.58,3819.47,150.53,188.17,345.6,129.65,26.97,318.63,140.62
667,108.0,2.08,20.33,51.3,262.44,552.08,0.0,865.82,25.97,32.47,3064.16,3830.2,150.74,188.43,345.6,93.95,19.54,326.06,99.58
668,112.0,1.25,20.36,51.3,282.24,331.25,0.0,664.79,20.68,25.85,3070.64,3838.3,150.84,188.54,345.6,74.81,15.56,330.04,78.33
669,117.0,2.08,20.39,51.3,308.0,552.08,0.0,911.39,29.62,37.03,3077.63,3847.04,150.94,188.68,345.6,107.13,22.28,323.32,114.52
670,127.0,1.25,20.42,51.3,362.9,331.25,0.0,745.45,26.3,32.87,3085.39,3856.74,151.07,188.84,345.6,95.12,19.78,325.82,100.89
671,126.0,-1.81,20.46,51.3,357.21,-478.47,0.0,-69.96,-2.45,-3.06,3088.71,3860.88,150.98,188.72,345.6,-8.86,-1.84,347.44,-8.81
672,114.0,-3.33,20.49,51.3,292.41,-883.33,0.0,-539.62,-17.09,-21.36,3085.99,3857.49,150.6,188.25,345.6,-61.81,-12.86,358.46,-59.59
673,102.0,-2.92,20.52,51.3,234.09,-772.92,0.0,-487.53,-13.81,-17.27,3081.7,3852.13,150.17,187.71,345.6,-49.96,-10.39,355.99,-48.5
674,93.0,-1.81,20.55,51.3,194.6,-478.47,0.0,-232.57,-6.01,-7.51,3078.95,3848.69,149.84,187.3,345.6,-21.73,-4.52,350.12,-21.45
675,89.0,-0.42,20.57,51.3,178.22,-110.42,0.0,119.11,2.94,3.68,3078.52,3848.15,149.63,187.04,345.6,10.65,2.22,343.38,10.72
676,90.0,2.08,20.6,51.3,182.25,552.08,0.0,785.63,19.64,24.55,3081.66,3852.08,149.6,187.0,345.6,71.04,14.78,330.82,74.21
677,104.0,4.44,20.63,51.3,243.36,1177.78,0.0,1472.44,42.54,53.17,3090.3,3862.87,149.83,187.28,345.6,153.85,32.0,313.6,169.55
678,122.0,4.72,20.66,51.3,334.89,1251.39,0.0,1637.58,55.5,69.37,3103.91,3879.89,150.26,187.82,345.6,200.72,41.75,303.85,228.3
679,138.0,3.89,20.69,51.3,428.49,1030.56,0.0,1510.35,57.9,72.37,3119.66,3899.58,150.76,188.45,345.6,209.41,43.56,302.04,239.6
680,150.0,2.22,20.73,51.3,506.25,588.89,0.0,1146.44,47.77,59.71,3134.34,3917.92,151.17,188.97,345.6,172.77,35.94,309.66,192.82
681,154.0,-1.11,20.78,51.3,533.61,-294.44,0.0,290.47,12.43,15.53,3142.7,3928.37,151.27,189.09,345.6,44.94,9.35,336.25,46.19
682,142.0,-3.47,20.82,51.3,453.69,-920.14,0.0,-415.15,-16.38,-20.47,3142.15,3927.69,150.94,188.68,345.6,-59.23,-12.32,357.92,-57.19
683,129.0,-3.33,20.85,51.3,374.42,-883.33,0.0,-457.61,-16.4,-20.5,3137.6,3922.0,150.45,188.07,345.6,-59.31,-12.34,357.94,-57.26
684,118.0,-1.53,20.89,51.3,313.29,-404.86,0.0,-40.27,-1.32,-1.65,3135.14,3918.92,150.09,187.61,345.6,-4.77,-0.99,346.59,-4.76
685,118.0,1.53,20.92,51.3,313.29,404.86,0.0,769.45,25.22,31.53,3138.46,3923.07,150.01,187.51,345.6,91.22,18.97,326.63,96.52
686,129.0,2.36,20.96,51.3,374.42,625.69,0.0,1051.42,37.68,47.09,3147.19,3933.99,150.18,187.73,345.6,136.27,28.34,317.26,148.44
687,135.0,-0.28,20.99,51.3,410.06,-73.61,0.0,387.75,14.54,18.18,3154.44,3943.05,150.27,187.83,345.6,52.59,10.94,334.66,54.31
688,127.0,-2.36,21.03,51.3,362.9,-625.69,0.0,-211.49,-7.46,-9.33,3155.43,3944.28,150.05,187.57,345.6,-26.99,-5.61,351.21,-26.55
689,118.0,-2.5,21.06,51.3,313.29,-662.5,0.0,-297.91,-9.76,-12.21,3153.03,3941.29,149.7,187.12,345.6,-35.32,-7.35,352.95,-34.58
690,109.0,-2.08,21.09,51.3,267.32,-552.08,0.0,-233.46,-7.07,-8.84,3150.7,3938.37,149.36,186.7,345.6,-25.57,-5.32,350.92,-25.18
691,103.0,-1.81,21.12,51.3,238.7,-478.47,0.0,-188.47,-5.39,-6.74,3148.97,3936.21,149.07,186.34,345.6,-19.5,-4.06,349.66,-19.28
692,96.0,-1.94,21.15,51.3,207.36,-515.28,0.0,-256.62,-6.84,-8.55,3147.27,3934.08,148.8,186.0,345.6,-24.75,-5.15,350.75,-24.39
693,89.0,-2.08,21.18,51.3,178.22,-552.08,0.0,-322.56,-7.97,-9.97,3145.21,3931.51,148.52,185.65,345.6,-28.84,-6.0,351.6,-28.35
694,81.0,-2.36,21.2,51.3,147.62,-625.69,0.0,-426.77,-9.6,-12.0,3142.77,3928.46,148.24,185.3,345.6,-34.73,-7.22,352.82,-34.02
695,72.0,-2.5,21.22,51.3,116.64,-662.5,0.0,-494.56,-9.89,-12.36,3140.06,3925.07,147.96,184.95,345.6,-35.78,-7.44,353.04,-35.02
696,63.0,-2.5,21.24,51.3,89.3,-662.5,0.0,-521.9,-9.13,-11.42,3137.42,3921.77,147.71,184.63,345.6,-33.03,-6.87,352.47,-32.39
697,54.0,-2.22,21.26,51.3,65.61,-588.89,0.0,-471.98,-7.08,-8.85,3135.17,3918.96,147.49,184.36,345.6,-25.61,-5.33,350.93,-25.22
698,47.0,-0.56,21.27,51.3,49.7,-147.22,0.0,-46.22,-0.6,-0.75,3134.1,3917.62,147.34,184.18,345.6,-2.18,-0.45,346.05,-2.18
699,50.0,0.97,21.28,51.3,56.25,257.64,0.0,365.19,5.07,6.34,3134.72,3918.4,147.28,184.1,345.6,18.35,3.82,341.78,18.55
700,54.0,0.0,21.3,51.3,65.61,0.0,0.0,116.91,1.75,2.19,3135.67,3919.58,147.22,184.03,345.6,6.34,1.32,344.28,6.37
701,50.0,-1.11,21.31,51.3,56.25,-294.44,0.0,-186.89,-2.6,-3.24,3135.55,3919.44,147.12,183.9,345.6,-9.39,-1.95,347.55,-9.34
702,46.0,-0.83,21.33,51.3,47.61,-220.83,0.0,-121.92,-1.56,-1.95,3134.97,3918.72,147.0,183.75,345.6,-5.63,-1.17,346.77,-5.62
703,44.0,-0.69,21.34,51.3,43.56,-184.03,0.0,-89.17,-1.09,-1.36,3134.61,3918.26,146.89,183.62,345.6,-3.94,-0.82,346.42,-3.93
704,41.0,-0.69,21.35,51.3,37.82,-184.03,0.0,-94.91,-1.08,-1.35,3134.3,3917.88,146.8,183.5,345.6,-3.91,-0.81,346.41,-3.9
705,39.0,-0.97,21.36,51.3,34.22,-257.64,0.0,-172.12,-1.86,-2.33,3133.89,3917.37,146.7,183.38,345.6,-6.74,-1.4,347.0,-6.72
706,34.0,-0.28,21.37,51.3,26.01,-73.61,0.0,3.7,0.03,0.04,3133.64,3917.05,146.62,183.28,345.6,0.13,0.03,345.57,0.13
707,37.0,0.56,21.38,51.3,30.8,147.22,0.0,229.32,2.36,2.95,3133.97,3917.47,146.57,183.21,345.6,8.52,1.77,343.83,8.57
708,38.0,0.0,21.39,51.3,32.49,0.0,0.0,83.79,0.88,1.11,3134.42,3918.03,146.52,183.15,345.6,3.2,0.67,344.93,3.21
